Entrez_ID,Gene,mouse_scBAT_count,mouse_iBAT_counts,mouse_WAT_count,BAT1_int_Wu,BAT2_int_Wu,BAT3_int_Wu,beige1_int_Wu,beige2_int_Wu,beige3_int_Wu,Human_Genbank_Accession,Human_Gene,Human_scBAT_FPKM,Human_WAT_FPKM,MouseSCBATvsWAT_LR,MouseSCBATvsWAT_PV
330814,Lphn1,449.3333,469.6667,1217,180.06,266.175,323.55,273.85,272.885,177.195,NM_001008701,LPHN1,1.46,0.43,0,0.044612
117146,Ube3b,4233,4211,3623,582.06,590.25,724.07,655.49,586.15,582.56,NM_001270451,UBE3B,0.61,0,1,0.0011042
214444,Cdk5rap2,156,143.6667,734,36.4267,37.4833,47.5367,29.4667,33.9033,31.2167,NM_001011649,CDK5RAP2,4.79,1.48,0,0.00036171
17524,Mpp1,2586.3333,2086.3333,5297.3333,2506.37,1678.97,1145.735,1400.275,2086.79,2734.85,NM_001166460,MPP1,6.17,2.49,0,0.27674
68732,Lrrc16a,98.3333,71.3333,455,126.84,295.96,185.78,167.18,133.32,147.1,NM_001173977,LRRC16A,1.89,0.23,0,0.0023672
17116,Mab21l1,16.6667,7.6667,29.6667,142.345,105.46,115.265,152.815,179.105,133.05,NM_005584,MAB21L1,5.17,1.12,0,0.77876
74094,Tjap1,323.3333,313,557,191.86,135.75,272.12,271.69,262.43,257.35,NM_001146019,TJAP1,1.6,0,0,0.93209
71726,Smug1,418.3333,441.3333,564,192.14,155.44,122.1,171.33,182.38,178.46,NM_001243788,SMUG1,2.33,0.18,1,0.37527
18117,Emc8,1216.6667,1226.3333,1564,388.555,318.845,273.605,385.13,413.63,366.465,NM_001142288,EMC8,6.2,1.85,1,0.30408
117167,Steap4,11174.3333,6279.6667,17139,3549.645,2202.48,1782.82,1320.25,2253.715,2904.655,NM_001205315,STEAP4,18.17,5.43,1,0.99096
17127,Smad3,645.3333,527.6667,1185,194.3,163.0433,249.2933,228.5567,166.88,329.3333,NM_001145104,SMAD3,7.91,3.17,0,0.65135
14178,Fgf7,21,12.3333,123.3333,4530.005,4040.38,4714.115,5733.8,4529.015,5714.86,NM_002009,FGF7,5.84,2.84,0,0.0012145
193813,Mcfd2,3189,2841.3333,2687.6667,3456.19,3906.82,3557.33,2341.51,2628.94,2661.81,NM_001171509,MCFD2,5.47,0.02,1,0.0045384
75423,Arl5a,2462.3333,2232,3672.6667,2773.205,2394.395,4584.105,3310.615,2965.995,4963.145,NM_001037174,ARL5A,4.14,0.46,1,0.65812
380921,Dgkh,105.6667,152.3333,170.3333,97.2,63.635,122.55,85.16,47.82,53.805,NM_001204506,DGKH,1.18,0.53,1,1
74125,Armc8,697,672.3333,1495.6667,145.326,118.842,151.718,142.764,85.286,161.786,NM_015396,ARMC8,11.24,4.85,0,0.20699
213498,Arhgef11,1256,1248.3333,1554.6667,245.16,268.44,290.93,208.58,257.44,250.83,NM_014784,ARHGEF11,3.91,1.74,1,0.1638
15115,Hars,1096,1005.6667,1491.6667,1435.66,1089.66,826.075,1340.175,1058.725,1088.42,NM_002109,HARS,6.19,1.93,1,0.31338
235072,7-Sep,2255.3333,2082.6667,4850,3294.2833,3119.43,2704.8967,3005.8733,2309.12,2994.2233,NM_001242956,7-Sep,6.22,2.69,0,0.18577
14874,Gstz1,7778.6667,6929.3333,11744.3333,856.65,599.12,344.95,306.02,480.73,1241.54,NM_145871,GSTZ1,0.62,0.01,1,0.90144
67016,Tbc1d2b,874,801.3333,2416.3333,362.97,652.53,929.3,397.09,736.53,632.22,NM_015079,TBC1D2B,4.97,0.41,0,0.00807
66433,Chchd7,999.3333,969.6667,445.6667,751.405,579.54,648.4925,645.135,564.7525,425.31,NM_001011671,CHCHD7,13.22,4.86,1,1.39e-09
266632,Irak4,203,222.3333,740.3333,37.34,34.42,40.4667,38.06,31.8967,30.81,NM_001145256,IRAK4,0.72,0,0,0.0026285
94044,Bcl2l13,4855.6667,4833.6667,3146.6667,484.975,518.88,449.55,319.3,381.03,382.645,NM_001270733,BCL2L13,6.8,3.36,1,1.57e-05
432572,Specc1,56.6667,48.6667,221.3333,74.32,48.5967,72.3867,90.9933,58.1533,53.6333,NM_001243439,SPECC1,0.8,0,0,0.0036144
26441,Psma4,2396,2314.6667,2654.3333,2687.31,2795.59,2345.68,3964.46,3693.19,4580.87,NM_001102668,PSMA4,46.25,20.26,1,0.045584
66894,Wwp2,384.3333,340,1434.3333,33.8067,41.7267,49.5433,29.1633,36.1617,35.7633,NM_001270454,WWP2,1.89,0.48,0,0.0011053
16180,Il1rap,93,79,351,102.228,108.1,104.93,74.494,59.616,82.104,NM_001167928,IL1RAP,0.77,0,0,0.0040095
68915,Vars2,1142.3333,1169.3333,909,91.36,85.49,83.34,134.305,102.31,113.315,NM_020442,VARS2,1.45,0.08,1,0.00031737
20349,Sema3e,20.3333,10.6667,35.6667,29.9325,29.2875,33.4875,21.9325,18.505,25.305,NM_012431,SEMA3E,0.8,0.06,0,0.75117
67884,1810043G02Rik,711.6667,698.6667,498,86.95,93.32,124.335,97.225,89.125,81.235,NM_001271442,C21orf2,1.91,0.82,1,0.00066241
16525,Kcnk1,37.6667,0.66667,33.3333,10.24,9.66,8.6,17.795,5.785,8.12,NM_002245,KCNK1,0.9,0.19,1,0.2487
18041,Nfs1,2550.6667,2446.6667,1964.3333,323.27,368.1,314.5533,309.8667,340.43,356.8967,NM_021100,NFS1,4.81,1.96,1,0.00094178
99100,Cep152,134.6667,172,477.3333,98.21,68.48,136.09,88.66,126.58,116.32,NM_001194998,CEP152,2.85,1.25,0,0.034615
67180,Yipf5,860.6667,762,1300.6667,1693.4833,1915.38,2564.94,1582.8167,1130.92,1458.0267,NM_001271732,YIPF5,2.81,0.59,1,0.72836
14615,Gjc1,153,140,494.6667,239.665,345.63,255.36,613.88,220.96,283.86,NM_001080383,GJC1,5.78,2.77,0,0.022455
110532,Adarb1,661.6667,711.6667,999.6667,43.7467,58.33,66.3633,36.96,33.4833,42.36,NM_015834,ADARB1,2.31,1.08,1,0.93354
56291,Styx,256.6667,256,320,364.145,369.3,266.4575,260.12,196.735,402.0875,NM_001130701,STYX,2.85,0.98,1,0.25323
21886,Tle2,85,94.3333,151,72.73,53.72,81.96,103.15,92.4,117.85,NM_003260,TLE2,0.86,0.28,0,0.7983
17765,Mtf2,347.3333,330.6667,1170,164.4083,156.8533,207.1283,398.5117,154.2983,233.765,NM_001164392,MTF2,1.78,0.68,0,0.012979
17190,Mbd1,730.6667,666.3333,1451.6667,318.74,492.28,571.084,464.432,289.934,397.438,NM_002384,MBD1,1.16,0,0,0.36895
229937,Znhit6,219.6667,205.6667,402,608.39,426.87,371.69,624.88,524.34,508.48,NM_001170670,ZNHIT6,5.82,2.44,0,0.71648
234723,Txnl4b,514,487.6667,412,179.8,190.03,218.51,123.54,155.25,163.99,NM_001142318,TXNL4B,5.58,2.36,1,0.0049283
18810,Plec,2518.3333,2167,6723,394.8625,207.855,414.7675,365.5675,394.8925,330.075,NM_201381,PLEC,2.37,1.11,0,0.048826
192196,Luc7l2,2941.6667,3184.3333,5142,496.875,542.2037,605.2875,389.7637,407.0362,522.1313,NM_001244585,LUC7L2,6.81,0.25,0,0.83446
12274,C6,14.6667,2.6667,188.6667,4.21,2.64,16.89,17.12,21.19,20.09,NM_001115131,C6,4.17,0.36,0,6.91e-09
66205,Cd302,1555.6667,1321,2707.3333,1557.01,1654.8,1617.37,1143.485,1617.635,2688.28,NM_001198764,CD302,5.2,2.36,0,0.66665
18700,Piga,124.6667,159.6667,357.6667,218.795,443.875,425.61,229.655,261.915,318.89,NM_002641,PIGA,1.73,0.47,0,0.10472
245522,Zc4h2,41,43.6667,150.3333,84.59,99.97,76.4,141.53,106.25,105.17,NM_018684,ZC4H2,2.66,0.21,0,0.01112
12801,Cnr1,4.6667,6.6667,214.6667,35.63,12.76,19.51,18.77,14.685,25.885,NM_001160258,CNR1,2.99,0,0,1.22e-12
21679,Tead4,61,68.3333,93.6667,22.575,15.875,36.865,20.85,17.12,12.335,NM_201441,TEAD4,1.8,0.6,1,0.97117
109593,Lmo3,0,0.33333,0,19.13,32.7,6.16,1.71,10.81,16.25,NM_001243610,LMO3,2.43,0.01,1,1
54446,Nfat5,1444.6667,1539.3333,3788.6667,307.79,272.1367,341.6317,384.8133,182.1317,362.6283,NM_001113178,NFAT5,4.51,0.34,0,0.035502
238831,Ppwd1,225.3333,215.3333,437,352.41,254.51,228.05,328.24,186.47,401.19,NM_015342,PPWD1,7.51,3.07,0,0.55255
16998,Ltbp3,3511,3189,5636,1273.415,1627.0675,1416.7675,1168.8375,946.77,1207.21,NM_021070,LTBP3,3.35,1.46,0,0.89371
67337,Cstf1,614.3333,557.6667,890.6667,140.355,98.515,172.04,191.22,105.37,154.565,NM_001033522,CSTF1,9.79,3.48,1,0.49859
218461,Pde8b,37,34,70,51.89,27.055,38.06,64.55,36.975,43.38,NM_001029851,PDE8B,2.8,1.2,0,0.7043
22670,Trim26,720.3333,629.3333,2338,124.705,71.625,191.005,144.955,109.78,104.16,NM_003449,TRIM26,1.95,0.64,0,0.0043351
69487,Ndufaf5,753.6667,821.3333,355,208.41,220.65,164.49,208.34,242.74,236.52,NM_001039375,NDUFAF5,1.64,0.5,1,4.6e-08
664883,Nova1,96,62.6667,334.6667,20.895,18.54,27.325,18.09,20.975,18.485,NM_006489,NOVA1,1.12,0.11,0,0.023273
16410,Itgav,966.3333,866.6667,1451,546.454,778.15,770.05,714.978,619.376,737.054,NM_001145000,ITGAV,0.87,0.01,1,0.68162
18095,Nkx3-1,0,0,0,13.02,10.21,7.77,4.86,9.81,10.71,NM_001256339,NKX3-1,1.51,0.63,1,1
270156,AU019823,582.6667,556.6667,955.6667,204.625,177.01,224.38,212.48,179.8,232.68,NM_001082970,C11orf57,4.36,1.15,1,0.92615
74513,Neto2,16,11,102,51.5733,23.5433,20.4667,38.89,31.4833,49.96,NM_018092,NETO2,10.71,1.12,0,0.0093156
93686,Rbfox2,1500,1346,1804,156.515,87.0125,152.3625,202.3725,132.345,142.73,NM_001082577,RBFOX2,1.12,0,1,0.32082
229877,Rap1gds1,2087.6667,2209,2941.3333,213,336.145,320.835,256.87,243.43,232.71,NM_001100426,RAP1GDS1,3.68,0.03,1,0.36756
381695,N4bp2l2,774,801,2055,20.795,18.31,11.985,24.61,16.665,15.205,NM_033111,N4BP2L2,4.57,2.22,0,0.034118
80911,Acox3,1518,1455.6667,2045.3333,29.97,24.415,30.245,35.645,19.09,42.945,NM_001101667,ACOX3,2.09,0.87,1,0.28038
96979,Ptges2,2342.6667,2378.6667,811,377.12,411.83,335.75,463.67,429.47,518.7,NM_198938,PTGES2,1.4,0.37,1,5.24e-11
13179,Dcn,4922.6667,3246.3333,13373.6667,9042.455,9712.365,10045.46,6980.13,7810.3,9195.62,NM_133505,DCN,2.72,0,0,0.015504
16000,Igf1,1941.3333,1183.6667,8436.6667,824.1725,594.585,129.205,567.8875,1249.3875,2272.9425,NM_001111285,IGF1,6.33,0.87,0,0.00018344
106585,Ankrd12,920.6667,1022.6667,2405.3333,135.826,95.176,135.146,108.196,49.52,145.458,NM_015208,ANKRD12,2.52,0.29,0,0.032021
11820,App,2936.6667,3000,10963.3333,1515.0775,1830.3775,2767.21,863.7325,491.7675,1098.515,NM_001136016,APP,2.26,0,0,0.00012293
77087,Ankrd11,2825.3333,3004.6667,6378,363.1486,394.9743,543.9829,388.0614,331.5943,326.4371,NM_001256182,ANKRD11,0.79,0,0,0.16672
213391,Rassf4,573,639.6667,2068,22.1767,56.38,118.4433,8.7733,21.9133,12.3533,NM_032023,RASSF4,17.62,8.38,0,0.00023072
56215,Acin1,1626,1678.6667,4916.3333,338.105,100.27,230.295,297.99,190.91,280.74,NM_001164815,ACIN1,5.48,2.27,0,0.012407
18004,Nek1,367.6667,384.3333,570.6667,104.395,139.7475,157.3975,146.1625,96.955,170.0275,NM_001199398,NEK1,1.02,0.17,1,0.82051
71664,Mettl7b,5.3333,6,122,213.58,151.55,112.68,40.89,144.3,182.18,NM_152637,METTL7B,6,1.32,0,1.03e-07
74108,Parn,821,780,1207.3333,367.905,394.15,429.56,317.465,377.765,298.345,NM_002582,PARN,3.14,0.37,1,0.5453
16579,Kifap3,817,768.3333,953,406.395,440.875,442.11,364.195,319.33,558.325,NM_001204516,KIFAP3,3.73,0.35,1,0.22638
12916,Crem,343,337.3333,381.3333,830.2625,340.2575,249.055,1084.1525,540.095,944.2775,NM_183012,CREM,1.94,0.07,1,0.12409
56357,Ivd,6798,6334.3333,6369.6667,456.345,375.31,189.055,253.16,395.85,552.175,NM_001159508,IVD,1.95,0.74,1,0.037035
19045,Ppp1ca,5530.3333,5290.6667,7474.6667,2570.82,1860.62,2414.25,3739.5,2660.88,3753.91,NM_206873,PPP1CA,8.76,1.44,1,0.28152
98363,Efhd1,109.6667,39.6667,193.3333,16.06,7.33,7.7,6.13,10.01,14.57,NM_025202,EFHD1,1.15,0.15,0,0.70755
67603,Dusp6,948.3333,885.3333,1291,1039.03,780.19,810.62,771.17,855.35,751.93,NM_022652,DUSP6,4.02,0.96,1,0.31682
15439,Hp,17424.3333,13414,28010.6667,7561.65,13423.64,13069.76,10497.31,12291.7,13750.4,NM_020995,HPR,0.8,0.38,0,0.89456
14159,Fes,211.3333,200,901.6667,88.475,49.73,90.755,70.455,114.86,79.89,NM_001143785,FES,0.68,0,0,8.54e-05
93836,Rnf111,653.3333,657,1849.6667,699.27,401.49,664.15,767.2,290.74,714.63,NM_001270528,RNF111,0.77,0,0,0.021744
66361,Zfand1,627,606,567.6667,177.4,206.76,125.49,117.78,85.7,178.54,NM_024699,ZFAND1,4.02,0.13,1,0.007421
268759,9930012K11Rik,16.3333,11.6667,104,69.26,66.57,63.79,64.35,33.17,76.85,NM_001013842,C8orf58,1.35,0.19,0,0.002713
230895,Vps13d,4326.3333,3807.6667,5202.6667,95.6625,93.98,91.1825,65.675,53.6925,76.6,NM_015378,VPS13D,1.36,0.45,1,0.098052
67046,Tbc1d7,288,305.6667,281.6667,114.11,102,82.345,99.77,102.5,115.315,NM_001143965,TBC1D7,7.72,3.06,1,0.05266
22224,Usp10,973,840.3333,1315,438.82,441.88,478.13,432.55,387.05,351.44,NM_001272075,USP10,1.85,0.28,1,0.29733
24066,Spry4,317.6667,237.6667,299.3333,67.6225,59.925,68.77,65.4775,66.575,47.165,NM_030964,SPRY4,2.75,0.62,1,0.10634
110821,Pcca,7115.3333,7006.6667,3143.6667,1009.67,720.08,292.245,299.93,386.27,816,NM_001127692,PCCA,2.6,0.69,1,7.61e-07
71148,Mier1,984.3333,1017,2686.6667,278.1233,175.31,208.0067,186.0533,174.0733,171.0233,NM_001077703,MIER1,2.43,0.76,0,0.023391
12593,Cdyl,252.3333,262,512,289.9267,327.21,297.2567,221.6467,271.3267,179.88,NM_001143970,CDYL,3.42,1.53,0,0.43902
27359,Sytl4,178,162,178.3333,42.74,24.34,39.715,10.095,35.055,23.245,NM_001129896,SYTL4,2.08,0.54,1,0.16647
26397,Map2k3,1616.3333,1456.6667,2272.6667,656.515,284.155,431.5,621.265,403.205,367.025,NM_145109,MAP2K3,3.57,1.45,1,0.59275
106585,Ankrd12,920.6667,1022.6667,2405.3333,135.826,95.176,135.146,108.196,49.52,145.458,NM_001204056,ANKRD12,1.74,0.26,0,0.032021
13167,Dbi,14967.3333,14645.3333,11186.6667,12689.3725,9666.5825,6110.6675,8799.9625,10325.9275,12006.9475,NM_020548,DBI,1.45,0.48,1,0.0014616
70428,Polr3b,390.3333,345,1209,81.4033,75.1033,72.03,63.02,45.6367,56.52,NM_001160708,POLR3B,5,2.38,0,0.01088
71956,Rnf135,170.3333,173.6667,392.3333,218.16,139.57,158.96,220.71,260.79,305.77,NM_032322,RNF135,1.71,0.57,0,0.20042
19346,Rab6a,2311.3333,2381.6667,2675.3333,2369.17,2841.0667,3198.6433,2857.2967,1843.1533,2579.8433,NM_002869,RAB6A,0.75,0,1,0.08729
216848,Chd3,2035,1878.3333,6582.3333,153.79,87.77,113.94,157.16,128.78,100.98,NM_001005271,CHD3,1.49,0.14,0,0.036715
66514,Asrgl1,405.6667,380.3333,689.3333,142.995,142.1225,125.6425,99.5475,124.7825,142.505,NM_025080,ASRGL1,1.28,0.5,0,0.90971
70315,Hdac8,145,169,258.6667,9.99,17.05,18.99,15.55,10.6,15.27,NM_001166448,HDAC8,2.42,0,0,0.83427
228876,Zfp334,69.3333,66.6667,116.6667,75.16,89.885,113.96,128.23,94.61,103.41,NM_018102,ZNF334,1.11,0.16,0,0.87703
22213,Ube2g2,1402.6667,1333.3333,1919,526.445,745.655,579.995,540.59,786.805,402.94,NM_001202489,UBE2G2,5.5,0.04,1,0.35647
77582,Mboat7,1092,1039.6667,1214.3333,131.1767,205.91,181.1333,154.6367,204.08,155.0733,NM_001146083,MBOAT7,0.92,0,1,0.04045
66894,Wwp2,384.3333,340,1434.3333,33.8067,41.7267,49.5433,29.1633,36.1617,35.7633,NM_007014,WWP2,0.67,0,0,0.0011053
20315,Cxcl12,2660.3333,2698.3333,8752.6667,4871.2967,5031.1467,4230.77,1748.7367,1656.23,4841.1133,NM_001178134,CXCL12,13.98,4.5,0,0.00044037
18563,Pcx,29861.3333,22133.6667,24430.6667,4234.38,2995.46,1577.73,2559.03,2861.73,4894.4,NM_000920,PC,0.79,0,1,0.01206
17931,Ppp1r12a,914,931.3333,2580.6667,619.7125,424.455,611.5975,467.2175,276.3,552.025,NM_001244990,PPP1R12A,2.48,1,0,0.018647
56422,Hbs1l,1327,1330.6667,1286,410.3367,518.93,528.1833,320.9633,315.9867,266.8433,NM_001145207,HBS1L,5.14,2.12,1,0.0069864
72149,Strada,327,328,744,30.865,34.89,43.5625,32.94,41.4675,35.1275,NM_001165970,STRADA,4.1,0.18,0,0.24731
68152,Fam133b,311.3333,293.6667,712,218.2367,178.5667,165.95,281.69,156.8267,192.2167,NM_001040057,FAM133B,1.78,0.39,0,0.20633
68146,Arl13b,209.3333,216.3333,467.6667,109.27,148.145,142.205,110.365,113.69,112.39,NM_001174151,ARL13B,1.13,0,0,0.23881
85031,Pla1a,399.3333,190.3333,438.3333,1877.57,1869.5,4714.84,3253.55,4082.27,2822.87,NM_001206960,PLA1A,0.81,0,1,0.31982
66910,Tmem107,36,30,64,194.84,287.6267,377.0967,162,281.2067,128.66,NM_032354,TMEM107,0.79,0,0,0.82701
242894,Actr3b,19.3333,15,65,33.08,47.71,17.05,23.65,18.57,30.44,NM_020445,ACTR3B,1.16,0,0,0.05249
14013,Mecom,309,348.3333,337,44.8067,34.5033,31.3267,31.4467,26.2267,35.5233,NM_004991,MECOM,0.84,0.34,1,0.17219
16975,Lrp8,6.6667,4.6667,369.6667,50.2267,56.7633,51.2067,81.1533,104.77,60.43,NM_017522,LRP8,1.88,0.66,0,1.22e-07
216705,Clint1,1201,1027.6667,3427,1350.52,1598.96,1832.505,1289.7,927.335,871.49,NM_001195556,CLINT1,0.72,0,0,0.011278
319740,Zfyve27,1053.6667,1062.3333,1530.3333,108.8075,91.22,86.0625,98.32,90.155,95.3,NM_001174122,ZFYVE27,2.61,0.72,1,0.506
52552,Parp8,91.6667,57.6667,1101.6667,145.39,173.4,142.29,225.48,104.08,162.21,NM_024615,PARP8,4.21,1.11,0,3.37e-07
75710,Rbm12,256.3333,259.6667,843,179.9333,216.8967,250.9367,317.1733,189.0767,241.1867,NM_152838,RBM12,3.15,0.87,0,0.019856
101113,Snx21,804.6667,912.6667,578.6667,119.715,290.6,385.08,222.63,255.425,213.875,NM_033421,SNX21,5.45,0.03,1,0.0024819
11765,Ap1g1,2804.3333,2449,3758,328.6325,342.3725,418.095,225.7775,244.1725,242.39,NM_001030007,AP1G1,6.37,0.97,1,0.26913
12704,Cit,18.6667,23,109.6667,156.8425,128.1675,94.27,94.745,139.335,157.18,NM_007174,CIT,1.13,0.1,0,0.0011105
14600,Ghr,7222,6092.6667,18481.6667,4143.6033,2339.62,1756.8267,1868.4033,3213.14,4565.44,NM_001242405,GHR,1.57,0,0,0.059483
21807,Tsc22d1,1737.6667,1717.3333,3521.3333,5181.3214,3136.8686,4770.0543,4909.8857,4276.3257,4553.4314,NM_001243797,TSC22D1,1.59,0.01,0,0.26471
433771,Minos1,3824,3954,1761.6667,1919.5967,2152.9733,1435.85,1312.9833,2115.1067,1625.52,NR_033758,MINOS1,3.33,0.63,1,2.19e-09
234825,Klhdc4,319.3333,300,707,93.675,89.265,92.585,93.175,109.685,108.69,NM_017566,KLHDC4,1.79,0.87,0,0.25565
245522,Zc4h2,41,43.6667,150.3333,84.59,99.97,76.4,141.53,106.25,105.17,NM_001178032,ZC4H2,0.68,0.07,0,0.01112
22634,Plagl1,51.3333,47.3333,788,107.9833,179.5233,46.8167,64.2667,57.34,386.97,NM_001080953,PLAGL1,3.13,0.44,0,1.01e-09
263876,Spata2,751,708.6667,1100,95.25,106.2,173.335,168.675,169.38,114.41,NM_001135773,SPATA2,1.4,0.4,1,0.56035
17187,Max,1230.6667,1200.6667,2122,288.95,240.7,244.01,329.79,229.98,228.16,NM_002382,MAX,46.07,21.71,0,0.92273
18567,Pdcd2,285.6667,266,543,534.99,617.12,318.18,687.26,591.9,395.25,NM_001199463,PDCD2,7.36,3.45,0,0.6749
23857,Dmtf1,660.6667,660.6667,1644.3333,279.74,372.7433,439.4033,531.9233,274.1067,392.3933,NM_001142326,DMTF1,0.75,0,0,0.07905
17829,Muc1,20.6667,16,27,24.21,12.58,17.03,17.39,16.7,28.69,NM_001204295,MUC1,1.45,0.05,1,0.55506
11991,Hnrnpd,1044.6667,1034.3333,2903,952.1833,1101.71,1195.0167,1884.3167,1096.1433,1184.1333,NM_002138,HNRNPD,2.78,11.82,0,0.02778
17245,Mdm1,98,112.6667,229.3333,56.365,64.955,59.355,57.975,29.505,37.545,NM_017440,MDM1,2.42,1.15,0,0.24819
58217,Trem1,0.66667,1.3333,5.6667,28.31,25.27,19.01,18.92,23.205,16.09,NM_001242590,TREM1,0.84,0,0,0.075755
56215,Acin1,1626,1678.6667,4916.3333,338.105,100.27,230.295,297.99,190.91,280.74,NM_001164817,ACIN1,6.36,1.7,0,0.012407
20482,Skil,1304.6667,1249.3333,2223,1016.245,782.18,1412.37,1155.095,837.805,875.6,NM_001145097,SKIL,0.66,0,1,0.94603
14227,Fkbp2,776.3333,784.6667,875.3333,288.15,474.45,143.02,528.61,605.7,643.53,NM_001135208,FKBP2,1.53,0,1,0.12546
29813,Zfp385a,320.6667,237.3333,1023.3333,358.74,462.3,536.72,246.28,606.55,203,NM_015481,ZNF385A,0.8,0,0,0.0040603
67207,Lsm1,437.6667,451.6667,651.6667,568.03,656.73,319.82,929.445,710.11,814.3,NM_014462,LSM1,0.78,0.01,1,0.65248
56085,Ubqln1,3604.6667,3449.3333,5157,993.82,1102.07,855.5667,943.2267,863.1167,989.37,NM_053067,UBQLN1,5.15,1.41,1,0.55042
12039,Bckdha,13058.3333,13179,4932.3333,1178.08,609.62,581.51,662.94,990.35,1180.47,NM_001164783,BCKDHA,0.95,0,1,2.22e-08
224792,Gpr116,8108,8225.6667,8567.3333,11.455,17.735,49.835,23.56,51.87,35.985,NM_015234,GPR116,1.13,0.01,1,0.13528
11785,Apbb1,192.3333,184,208.6667,78.275,89.45,118.73,110.79,131.32,103.55,NM_001257323,APBB1,0.91,0.02,1,0.16196
55988,Snx12,617.6667,619.6667,1142.3333,551.32,463.38,383.955,587.565,734.805,674.92,NM_001256185,SNX12,2.61,0,0,0.58662
20843,Stag2,3401.3333,3309,6027.6667,814.995,939.4,783.12,747.92,669.51,1049.915,NM_001042749,STAG2,1.61,0.16,0,0.76999
15234,Hgf,20,11.3333,161,17.5167,34.9667,15.4667,72.53,70.4767,399.6967,NM_000601,HGF,1.86,0,0,3.7e-06
77559,Agl,5229,4636.3333,1621.6667,183.88,217.4,163.62,109.4267,97.5533,165.7467,NM_000643,AGL,1.29,0.13,1,3.79e-12
76804,Kdm4c,511.6667,530,1157,271.42,352.26,306.73,171.68,209.6,238.35,NM_001146696,KDM4C,1.18,0.46,0,0.164
12798,Cnn2,321.3333,322.6667,5911.3333,946.46,1304.07,1193.59,1468.07,1126.29,1029.15,NM_201277,CNN2,11.01,0.91,0,1.15e-09
243168,Hsd17b13,1,0.66667,2.6667,44.105,18.585,23.915,46.07,39.985,29.095,NM_178135,HSD17B13,1.65,0,0,0.79063
12759,Clu,772,562.6667,11841,345.375,345.1025,103.5125,26.2625,110.19,448.6675,NM_001831,CLU,39.34,0.05,0,1.61e-10
77862,Thyn1,94,90.6667,109.6667,391.4067,403.23,260.5633,259.4467,424.5233,363.3767,NM_014174,THYN1,3.11,1.05,1,0.22067
208618,Etl4,792.6667,897.6667,986.6667,13.305,10.855,13.1267,13.14,10.8767,9.2983,NM_001098501,KIAA1217,1.01,0.21,1,0.32699
14164,Fgf1,352.6667,397.3333,482.6667,83.6533,86.8567,60.6733,55.1633,60.4233,42.25,NM_033137,FGF1,1.16,0,1,0.62552
11975,Atp6v0a1,1226,1096.6667,2254,109.08,96.5625,100.14,114.2625,74.48,115.1275,NM_001130020,ATP6V0A1,3.14,1.33,0,0.51747
230809,Pdik1l,355.3333,389,562.6667,76.8667,84.61,89.7933,54.18,57.4,79.1633,NM_001243532,PDIK1L,0.69,0.15,1,0.79105
242557,Atg4c,512.6667,489.3333,443.3333,141.895,156.43,166.7,98.97,137.43,123.825,NM_032852,ATG4C,1.33,0.26,1,0.012205
16773,Lama2,849.6667,522,1791,86.62,90.07,137.98,25.09,44.7,50.82,NM_001079823,LAMA2,3.42,0.8,0,0.31987
59007,Ngly1,1431,1355,1648.3333,820.32,450.45,299.05,546.9,371.46,624.44,NM_001145295,NGLY1,1.8,0.46,1,0.072068
77038,Arfgap2,2342.3333,2212.3333,3290.6667,410.5775,247.57,362.68,413.1475,362.415,479.4425,NM_032389,ARFGAP2,2.58,1.28,1,0.39465
11468,Actg2,11,18.3333,35.6667,87.3,5.27,5.08,4.61,2.82,9.14,NM_001199893,ACTG2,0.95,0.06,0,0.086825
14013,Mecom,309,348.3333,337,44.8067,34.5033,31.3267,31.4467,26.2267,35.5233,NM_001163999,MECOM,0.93,0.22,1,0.17219
56297,Arl6,142.3333,149.6667,199,500.65,449.18,384.69,500.4,421.97,360.8,NM_177976,ARL6,3.36,1.66,1,0.65139
74729,Setmar,95.3333,85.3333,108.6667,69.99,68.85,56.32,44.12,38.91,54.41,NM_001276325,SETMAR,1.24,0.37,1,0.20489
269966,Nup98,574,475,1229,642.655,472.145,709.57,757.305,492.06,695.9,NM_139131,NUP98,5.84,0.3,0,0.27527
69257,Elf2,1087.3333,1056,2188.6667,139.2867,151.5533,204.4767,216.9133,142.4133,118.54,NM_001276458,ELF2,5.02,0.5,0,0.3959
13803,Enc1,1194.3333,1059.3333,1143.3333,3749.2333,2636.3667,5545.84,2224.54,2634.56,3435.5267,NM_001256574,ENC1,1.12,0.17,1,0.023657
13929,Amz2,1481,1494,1353,313.555,464.665,505.655,345.725,324.27,358.22,NM_001033571,AMZ2,14.25,0.52,1,0.005243
20498,Slc12a4,716.6667,576.6667,1458.6667,224.61,173.79,194.64,223.24,259.37,158.45,NM_001145963,SLC12A4,1.32,0.01,0,0.27568
16826,Ldb2,151.3333,165,447.6667,12.7233,11.7667,4.95,5.1567,11.31,5.6667,NM_001290,LDB2,2.03,0.98,0,0.026086
14049,Eya2,67.6667,38.3333,232,6.06,13.51,2.5,5.76,7.34,2,NM_172110,EYA2,2.2,0.16,0,0.04791
56419,Diap3,5.3333,4,99.3333,48.62,36.09,17.1,39.72,24.03,26.54,NM_030932,DIAPH3,1.49,0.33,0,2.17e-06
