Entrez_ID,Gene,scBAT_counts,iBAT_counts,WAT_counts,BAT1_int_Wu,BAT2_int_Wu,BAT3_int_Wu,beige1_int_Wu,beige2_int_Wu,beige3_int_Wu
67451,Pkp2,215,150.6667,560.3333,473.8425,401.7625,298.155,195.57,216.7525,339.3275
67452,Pnpla8,5789.3333,5750.6667,4526.3333,1290.035,1388.31,1488.115,976.325,805.32,1286.73
67453,Slc25a46,2889.6667,2859.6667,2137.6667,1084.015,895.3,752.55,933.77,584.915,929.64
67454,Ikbip,453,467,619,958.67,1024.45,852.4433,969.0567,932.42,1044.3733
67455,Klhl13,79.6667,64.3333,415.6667,8.585,34.91,18.84,211.41,169.485,58.885
67456,Ergic2,810.3333,730,1096.6667,368.73,370.5967,292.3933,340.2233,130.5167,305.1733
67457,Frmd8,550.6667,514.3333,2216.6667,309.22,257.79,281.41,327.01,354.01,379.86
67458,Ergic1,2968.6667,3013.3333,2379.6667,324.42,388.8,452.33,427.556,553.854,450.282
67459,Nvl,604.3333,578.3333,1189.3333,189.84,209.445,200.045,241.025,172.865,268.21
67460,Decr1,15670,15475,5942,1046.895,895.535,608.64,873.02,681.495,1231.39
67463,Poc5,267,310,544.6667,82.825,100.665,84.965,90.81,89.87,82.635
67464,Entpd4,478.6667,565.6667,80.3333,292.2275,233.6475,276.265,115.9975,158.4425,166.5875
67465,Sf3a1,643.6667,605.3333,1772.6667,112.82,109.6925,162.49,156.27,150.51,114.9175
67466,Pdcl,607,596,1028,520.09,475.515,588.915,613.27,313.325,463.36
67468,Mmd,8028,6213.3333,14142.3333,1285.2833,2061.8,899.6767,2295.8267,1659.4633,3088.8533
67469,Abhd5,4080.6667,3254,4569.3333,1341.76,1184.62,1674.5733,579.44,1033.7333,1799.9
67470,Abcg8,0.33333,0,0.66667,89.04,84.08,63.06,44.19,80.08,38.96
67471,Gpatch1,349.6667,349.6667,543.6667,266.65,224.91,243.05,218.42,234.8,249.3
67472,Mtfr1,1314.3333,1268.3333,1023.6667,427.315,571.655,285.745,525.86,333.77,326.035
67473,Slc47a1,16.3333,17,4.6667,1.88,11.83,26.95,8.4,22.7,9.49
67474,Snap29,1018,896,1991,147.5767,158.97,159.46,99.5067,150.9667,111.8367
67475,Ero1lb,316.3333,208,1493.6667,224.0267,152.8467,216.0867,148.1,106.32,214.1033
67477,Abhd15,1382,1354,1430.6667,95.655,71.59,89.135,71.955,69.835,127.905
67480,Cwc25,358,299.6667,697,200.455,167.33,221.55,214.985,190.075,209.685
67483,1700028P14Rik,0,0,0,68.07,55.78,50.08,64.06,99.3,69.18
67484,Eepd1,695.6667,552.6667,4191.3333,40.44,41.675,36.855,36.085,44.045,39.69
67486,Polr3g,486.6667,453.3333,335,93.37,108.23,53.59,65.15,38.32,88.21
67487,Dhx40,1202.3333,1151.3333,1911,616.2,808.59,920.63,750.65,493.87,777.57
67488,Calcoco1,2368,2305.6667,2577.6667,168.715,187.425,223.49,165.475,229.26,131.8
67489,Ap4b1,609.3333,576.3333,923,152.25,277.735,234.98,181.45,145.28,154.735
67490,Ufl1,764.6667,704,1237,158.36,413.24,304.12,166.17,134.24,191.88
67492,Zfand4,11.3333,9.3333,43.3333,16.52,25.39,10.03,10.58,13.26,14.84
67493,Mettl16,404,322.3333,899.3333,336.225,124.85,191.7,279.965,251.52,226.255
67495,Tmem167b,1382,1279.3333,1934.6667,231.865,146.92,298.38,166.165,116.69,182.085
67498,Kcnv1,0,0,0,7.2467,12.11,15.41,12.3967,8.31,10.4967
67500,Ccar1,1256,1146.6667,2490.6667,970.56,770.4433,1078.5933,1012.18,517.51,1029.95
67501,Ccdc50,3052.3333,2961,6740.6667,736.1,613.7125,570.16,587.405,521.7075,674.565
67503,1700001G17Rik,3.3333,5.3333,10.3333,26.11,17.61,27.24,32.25,56.86,25.26
67504,Rnf151,1.6667,1.3333,0.33333,12.63,19.22,11.44,5.71,8.44,11.34
67505,Prl7c1,0,0,0,3.67,13.89,7.22,14.83,5.3,11.15
67507,1700019N19Rik,0.33333,0,0,7.52,1.96,7.49,3,5.3,1.36
67509,Saysd1,143.6667,127.6667,292,171,112.37,124.365,119.42,131.26,109.675
67510,Tvp23b,940.6667,849.6667,1070.6667,2389.72,2482.23,2482.98,2200.14,1774.53,1955.19
67511,Tmed9,1766.3333,1484.3333,2974.6667,1351.875,2317.145,1663.64,2154.05,2343.855,1890.315
67512,Agpat2,16563,15200,8101,6448.02,4579.9,3243.78,3219.08,7887.44,8295.59
67513,2610002J02Rik,382.3333,365.6667,742.3333,178.5933,233.3533,275.6567,111.09,205.2233,182.9567
67515,Ttc33,519.3333,486,889,386.025,320.33,320.44,302.405,200.395,366.73
67516,Kctd4,0,0.33333,0.66667,23.295,40.26,13.565,37.335,21.755,7.405
67522,1700097N02Rik,0,0.66667,30.6667,34.1,61.2533,33.86,29.5633,36.2133,29.3433
67523,1700094J05Rik,0,0,1,7.3,16.17,4.19,2.54,2.6,6.22
67524,1700095A21Rik,0,0,0,6.09,18.13,10.86,9.5,8.91,7.08
67525,Trim62,47.3333,44,147.3333,16.7467,44.94,22.3667,14.3167,14.64,16.0367
67526,Atg12,1201,1167.3333,1534,540.5,706.2967,689.5967,617.9767,402.7667,534.1033
67528,Nudt7,3157.3333,2804,1321,918.0075,935.1925,976.41,562.5925,1603.795,1300.085
67529,Fgfr1op2,2186,2107.3333,3346.3333,524.1767,439.7,457.6267,408.36,223.8633,340.9533
67530,Uqcrb,7361.6667,7006.6667,2561.3333,11802.84,8357.905,4304.465,9505.585,9553.25,11552.255
67531,5730408K05Rik,7,7,16.3333,128.93,190.455,132.915,309.6,189.65,207.695
67532,Mfap1a,408.3333,394,708,796.0967,945.67,1418.0333,764.55,551.54,1068.32
67533,Ppfibp1,1335.3333,1183.6667,3235.6667,348.9967,422.2133,341.01,227.9567,206.4067,256.8467
67534,Ttll4,277.6667,250.3333,638.6667,56.475,49.2275,45.26,70.18,32.625,55.9875
67537,Glipr1l2,0,0,0,11.98,13.19,9.02,10.24,13.3,15.06
67538,Zswim3,199,188.3333,209.6667,41.06,119.18,136.37,116.78,113.85,72.11
67542,Cog6,1380.6667,1359.3333,1370.3333,214.65,306.25,232.66,195.78,161.64,217.04
67543,Pabpc6,0,0,0,9.17,1,5.62,5.57,4.48,5.73
67544,Fam120b,934.6667,862.6667,1769,363.7133,392.3133,438.38,326.3733,333.3967,391.1133
67547,Slc39a8,99,123.3333,188.3333,168.805,319.42,203.885,77.35,112.89,90.29
67549,Gpr89,488.3333,482.6667,546.3333,142.41,193.63,224.45,153.67,103.25,171.29
67552,H2afy3,0.33333,0.33333,4,32.6567,25.9667,27.2633,52.55,43.3267,33.2733
67553,Gstcd,95,90,298.6667,100.49,115.52,89.86,116.52,81.91,114.96
67554,Slc25a30,187,175.6667,575.6667,148.326,161.668,231.956,188.078,50.528,106.646
67556,Pigm,788.6667,865.6667,1852.3333,157.45,210.37,188.235,207.585,114.035,197.12
67557,Larp6,28,10.3333,120.3333,119.35,80.475,145.765,157.55,144.01,137.81
67561,Wdr48,1177,1098.3333,1560.3333,204.195,173.8425,182.6875,181.8875,163.85,193.005
67563,Narfl,1313.3333,1313,813,304.15,247.09,247.11,238.49,227.59,298.02
67564,Tmem35,33.6667,27.6667,28.6667,17.13,18.36,18.1,96.06,109.78,36.44
67568,Mrfap1,3445.6667,3378.3333,3987,6024.75,6924.13,8366.92,7454.1,5727.08,6483.59
67569,Mgat4c,0.33333,0,0,3.23,5.1,10.1,12.38,9.53,10.14
67573,Loxl4,27.6667,17.3333,122.6667,61.93,57.705,96.925,65.39,43.765,55.175
67574,Alg13,220.6667,243.3333,294.6667,195.84,183.38,92.18,235.46,103.77,184.1
67575,4930430A15Rik,0,0,0,11.4,19.33,35.98,14.59,25.11,23.23
67576,4930429B21Rik,5.6667,7,16,46.75,63.22,48.87,59.41,39.71,25.47
67578,Patl2,0,1,3,35.64,35.61,21.88,31.62,29.99,12.49
67579,Cpeb4,401,393,959.6667,1260.73,1053.6733,1020.3633,753.3533,736.38,988.7433
67580,Lrrc18,1.3333,3,15.6667,19.65,17.49,16.93,20.37,31.215,17.58
67581,Tbc1d23,767.6667,787,1200.3333,204.2633,252.2833,315.0567,180.9533,163.21,205.8267
67582,Slc25a26,844.6667,880,458.3333,61.93,55.785,36.68,54.425,72.695,71.845
67583,4930442L01Rik,0,0,0,7.13,4.06,3.37,16.96,33.05,18.17
67585,4930455J16Rik,0,0,0,15.99,6.6,1.21,4.41,4.22,6.53
67586,Ubxn11,17,11.6667,186,34.2167,25.8933,45.74,36.99,47.2933,20.73
67588,Rnf41,654.6667,639,1345.6667,95.5575,89.7125,120.7475,158.0775,125.9525,89.3025
67590,Tctn3,97.3333,96,276.6667,41.63,57.77,68.73,53.7867,36.14,50.6733
67591,Ubl4b,0,0,0.33333,49.295,27.005,27.66,43.955,36.61,41.195
67592,4930524B15Rik,0.33333,0,0.33333,10.61,6.32,11.97,3.96,7.22,20.54
67593,4930519G04Rik,0.33333,0.33333,0,11.1733,15.0133,14.0067,21.4567,10.6833,14.9233
67596,Tespa1,7,5,767.3333,35.72,29.9267,31.0333,23.04,35.2567,19.9867
67602,Necap1,985.3333,953,976.3333,743.22,649.25,816.67,794.78,604.75,503.52
67603,Dusp6,948.3333,885.3333,1291,1039.03,780.19,810.62,771.17,855.35,751.93
67604,Get4,916,888.6667,1041.3333,601.53,616.345,535.305,851.355,838.705,633.98
67605,Akt1s1,1306,1286,1097.3333,246.71,79.7733,218.9867,310.43,217.6333,228.3833
67606,Fibin,218.3333,189.6667,96,40.09,50.33,63.32,42.79,34,89.35
67607,Zfp788,188,164,542.3333,57.625,65.515,54.685,77.395,56.42,72.015
67608,Narf,1038.6667,1127.3333,1277.6667,167.3667,210.6967,207.75,107.7267,163.32,246.7067
67609,4930453N24Rik,1161,991.6667,983.6667,401.322,342.2,468.34,349.504,242.192,345.646
67610,Rspry1,764.6667,756,1245.6667,430.725,529.18,643.98,349.21,248.755,422.22
67615,Ube2r2,2567,2500,3198.3333,1367.78,1105.54,1896.025,2145.51,1438.08,1406.475
67618,Aasdhppt,1004.6667,952.6667,903,572.43,554.6525,462.565,401.4875,378.4075,556.06
67619,Nob1,324.6667,270.6667,699.3333,375.86,351.34,496.74,435.96,407.22,294.06
67620,Lrp2bp,5,3.6667,5.6667,22.0175,18.855,26.84,24.7575,34.04,45.0825
67621,Bend5,7.6667,10.3333,322.3333,14.92,10.38,3.22,23.23,24.32,89.4
67622,Mxra7,169.6667,125.6667,387,306.1767,208.96,292.7267,290.17,262.03,325.63
67623,Tm7sf3,517.6667,484.6667,964.6667,272.9075,324.4775,316.165,254.4375,237.25,268.87
67628,Anp32b,1542.6667,1512,3810.6667,5986.78,5305.5,6921.93,8128.62,5117.26,5037.26
67629,Spc24,10,5.6667,92,35.27,36.83,40.67,59.37,62.37,55.26
67630,Samd8,759.3333,735.6667,1170.6667,294.2033,298.83,306.83,226.6733,208.8433,176.6833
67634,Ftmt,0,0,0,32.77,42.71,47.67,42.44,41.05,20.48
67636,Lyrm5,4076.3333,4313.6667,1313.3333,882.58,1496.13,646.79,649.845,1224.755,769.54
67637,4930470P17Rik,0,0,0,34.79,37.58,38.5,32.91,26.16,32.89
67638,4930483J18Rik,1.6667,1,0.66667,30.41,26.29,18.01,20.2,25.05,48.98
67639,4930474N09Rik,0.33333,0,2.3333,13.62,21.54,19.93,9.44,17.05,12.05
67640,4930465K10Rik,2,1.3333,3.6667,26.39,3.89,20.72,15.51,12.4,6.64
67642,4930515G01Rik,16,14.6667,33,10.7,10.22,24.68,8.09,14.49,5.64
67645,Armc12,0,0.66667,3.6667,12.02,14.68,11.6,17.22,11.5,4.12
67646,4930522H14Rik,0.33333,0.33333,0,15.56,4.86,18.32,7.39,11.13,26.5
67647,4930523C07Rik,528,467.6667,1840,87.32,104.764,131.344,36.49,71.29,61.646
67652,Spaca1,47,54,96.3333,32.17,83.9,28.73,39.75,39.17,28.73
67653,4930544G11Rik,0,0,0,21.45,10.27,6.74,31.76,12.94,2.33
67655,Ctdp1,331.3333,320,875.3333,700.78,686.38,873.23,1091.9,594.86,506.16
67656,4930548H24Rik,0.33333,0.33333,1.6667,43.06,33.34,47.09,42.83,51.95,38.85
67657,Rabl3,119.3333,107.6667,219.3333,220.025,183.63,145.875,194.275,190.645,189.115
67661,Ift172,1396.3333,1326.3333,1586.6667,181.44,113.83,281.21,194.36,215.37,185.9
67663,4930549C01Rik,0,0,0,50.1,27.26,34.15,30.62,19.48,36.21
67664,Rnf125,363,412,524.3333,559.66,631.82,1060.1,372.31,185.68,419.83
67665,Dctn4,1860,1727,2203.3333,364.5917,297.2783,377.3217,282.4033,218.425,317.4733
67666,Hapln3,8.3333,8,42.3333,35.9,12.98,14.09,8.91,16.92,13.43
67667,Alkbh8,237.6667,222,376,84.985,83.49,87.625,105.3,43.33,124.73
67669,l7Rn6,609.3333,606.3333,582.6667,1267.505,1139.31,877.785,651.56,1227.515,1655.84
67671,Rpl38,1482,1438.3333,2678,20762.38,19911.29,20758.67,19761.59,20126.48,22160.21
67672,0610040B10Rik,110.3333,85.6667,78,69.505,86.355,40.515,64.565,76.65,76.36
67673,Tceb2,1917.3333,1973.6667,1857.3333,4116.535,5098.295,3651.54,5091.58,5728.94,4562.505
67674,Trmt112,398,373,995.6667,1105.94,1717.34,1645.785,1616.84,1779.83,1734.905
67675,Cuta,1062,1041.3333,1028.3333,1326.41,672.52,1011.26,1026.58,1465.67,1496.89
67676,Rpp21,304.3333,304.3333,343,259.26,408.47,259.25,391.83,365.76,313.1
67678,Lsm3,348.3333,323,648,917.38,865.12,696.38,825.45,1245.56,1236.3
67680,Sdhb,16013,17180.6667,5079.6667,2830.85,2004.53,1612.8,1612.49,2382.98,2583.26
67681,Mrpl18,2159.3333,2272.6667,1293,1104.68,759.38,644.36,1013.94,1116.42,1200.51
67683,Pbdc1,209,195.3333,468,1074.27,1125.89,811.91,1251.38,1547.69,1108.05
67684,Luc7l3,1443.6667,1612.3333,3975.3333,657.1767,541.8,330.64,741.8133,291.0033,788.0067
67685,Dyx1c1,24,24.3333,52.3333,27.765,13.42,17.525,26.475,20.44,13.555
67687,1700011L22Rik,1,0.66667,0.66667,13.77,3.39,6.07,7.47,14.6,5.04
67689,Aldh3b1,58.3333,45,389.6667,59.95,39.49,78.99,156.05,177.09,78.76
67690,Prss37,0,0,0,9.505,12.85,13.355,12.025,7.55,12.855
67692,1700020N01Rik,0,0.66667,0.33333,33.06,28.42,29.47,22.9,21.76,23.06
67693,Hypk,1349.6667,1261.3333,1363.3333,597.415,786.18,699.265,761.255,1003.9,991.845
67694,Ift74,132,118.3333,249,291.76,353.41,302.79,299.19,259.22,316.4
67695,Ost4,1073,1034.6667,1116,2233.285,3140.56,2558.575,2553.665,3683.36,2831.7
67698,Fam174a,697,671.3333,891.3333,693.43,1037.925,806.71,533.985,688.335,592.18
67701,Wfdc2,11.3333,0.33333,1,18.25,21.4,12.8,17.52,22.83,26.94
67702,Rnf149,566.3333,518.3333,935,3403.65,5278.6,7165.94,4340.92,2083.01,3937.47
67703,Kirrel3,27,23.3333,64.6667,8.35,16.8367,11.0333,9.7033,17.22,7.0733
67704,1810037I17Rik,1131,1059,1380,1143.85,1316.3,961.12,1363.23,1733.93,1890.44
67705,1810058I24Rik,873.3333,761.3333,1685.3333,2142.86,2466.265,2941,1350.58,2268.085,2352.405
67706,Tmem179b,392,378.6667,657,218.6533,298.2067,254.84,267.2133,273.4033,301.3133
67707,Mrpl24,1052,1044.3333,1130.6667,1757.69,1840.95,2391.57,1649.56,2267.02,1729.71
67708,Pcnxl4,281,226.3333,495.3333,235.29,218.06,212.185,251.96,189.855,210.645
67709,Reg4,0,0,0,57.56,47.89,50.83,45.44,42.05,38.75
67710,Polr2g,886.3333,860.6667,1209.6667,1797.12,1696.47,1229.35,2062.03,1881.19,1920.9
67711,Nsmce1,438.3333,471,1083.3333,254.04,253.6133,239.25,359.8033,419.1333,330.8933
67712,Slc25a37,261.6667,294.6667,1543.3333,575.78,395.77,524.85,444.18,435.71,369.94
67713,Dnajc19,1101.6667,1035.6667,629.6667,232.5633,240.8167,121.25,222.3867,270.5067,266.09
67715,2010106E10Rik,0,0.66667,0,8.89,5.83,3.83,9.74,2.25,1.6
67717,Lipf,0,0,6.6667,15.63,46.11,30.07,6.85,14.32,3.24
67718,Lce1h,0,0,0,167.41,88.9,167.4,119.9,166.94,136.88
67719,2310057J18Rik,12097.3333,464,19.3333,7.46,1,13.77,1.4,1,2.71
67722,Actl11,0,0,0,12.21,4.26,5.81,11.49,1,1.7
67724,Pop1,70.3333,77.3333,227,35.41,29.125,23.95,40.47,26.915,32.375
67725,Nudt13,2298.3333,2454,878,153.4467,131.04,121.4167,70.0167,85.01,81.5567
67726,Fam114a2,1264.3333,1220.6667,1875,811.98,775.43,944.21,870.93,797.4,928.465
67727,Stx17,1297.6667,1229.3333,1847.6667,149.225,154.2775,137.365,169.6925,98.6625,127.295
67728,Dph2,129,101.6667,349,131.03,105.31,80.83,104.01,132.34,84.51
67729,Mansc1,68.3333,53,166.6667,16.88,51.61,24,16.78,16.58,23.49
67731,Fbxo32,614.3333,475.6667,783,66.0133,56.1267,79.2967,60.3733,53.26,52.04
67732,Iah1,1483.3333,1342,1506,722.9633,594.71,431.1867,592.66,437.44,696.76
67733,Itgb3bp,97.6667,86.3333,180.6667,86.274,97.812,65.08,58.034,88.808,77.54
67735,4930528A17Rik,6.3333,6.3333,6,20.85,30.54,50.82,36.01,25.38,41.65
67736,Ccdc130,156.6667,148.6667,287.3333,47.51,43.24,67.39,38.335,40.595,29.37
67737,Ttc39d,1.3333,1,1,3.55,12.74,10.49,1.55,1.11,6.94
67738,Ppid,558.3333,570.6667,1213.6667,1238.24,1204.39,998.74,1433.68,692.18,1333.28
67739,Slc48a1,2669.6667,2182.3333,3913.3333,1157.78,870.29,1937.22,1642.29,2411.465,1225.075
67741,4930579F01Rik,1.3333,0,0.33333,26.88,13.22,24.21,4.12,16.12,18.39
67742,Samsn1,14,11.6667,1291,34.97,13.76,22.52,33.29,32.58,27.37
67746,4930577N17Rik,43.6667,42.3333,58.6667,64.86,60.77,60.94,79.77,48.53,48.23
67747,Ribc2,0,0,2.6667,48.28,63.01,73.79,42.16,72.27,37.51
67749,Mgarp,3,0.66667,4.6667,1136.08,841.98,1819.83,712.13,767.37,941.64
67750,4930578I06Rik,0.66667,0,0,2.51,1.21,20.74,3.78,6.23,7.4
67752,Ppp1r32,18.6667,22.6667,13,54.01,31.45,21.69,32.51,25.05,24.52
67753,Eqtn,4,1.6667,5.3333,13.4867,13.62,11.3267,7.2367,17.1,17.1833
67755,Ddx47,974.6667,893.3333,1679.3333,161.8933,130.8533,144.3633,163.1067,90.6433,144.21
67758,Aadac,0,0,0,6.27,14.5,1.21,9.35,25.02,10.74
67759,Plgrkt,910.3333,1005,1018,635.67,854.91,551.63,661.61,1032.53,1198.11
67760,Slc38a2,2342.3333,2254.6667,4157.6667,1299.5067,1148.5333,1579.3733,1936.01,1285.7167,1618.1333
67763,Prpsap1,694.3333,629.6667,1104.3333,1292.32,1569.01,1742.62,1249.94,1600.53,1414.14
67765,5830432E09Rik,4.6667,5.3333,56,29.3,43.75,31.45,32.72,33.52,47.43
67767,Jagn1,777,648,695.3333,1399.52,1440.36,1258.69,1235.05,1191.27,1090
67768,N6amt1,305.6667,338.6667,543.3333,113.51,43.88,57.095,81.045,49.825,84.85
67769,Gpatch2,408.6667,384.6667,692,87.3575,67.8125,86.9225,84.775,101.8675,114.755
67770,Caap1,104.3333,121.6667,253.6667,365.18,309.21,230.26,255.69,169.65,323
67771,Arpc5,2190,1974.3333,6061.6667,1232.18,1439.615,1405.28,1242.795,674.885,1392.7
67772,Chd8,1693,1473.6667,4326,130.105,135.915,158.4725,184.815,125.9175,152.4775
67773,Kat8,450.3333,441.3333,597,326.99,257.15,359.45,261.83,179.11,315
67774,Loh12cr1,310.6667,254.3333,318,221.7,152.81,250.44,184.73,157.39,210.99
67775,Rtp4,280.6667,182.3333,1109.6667,1817.395,209.685,742.1,1850.11,1576.735,1598.46
67776,Vwa5a,1516.6667,1490,2955,496.135,414.365,564.255,298.765,294.02,640.97
67778,Zfp639,673.3333,658,830.6667,671.32,751.9,766.74,615.93,449.04,909.53
67781,Ilf2,662,642.6667,1358.3333,262.94,285.39,267.155,291.73,189.8,214.225
67784,Plxnd1,1793,2073,3124,205.51,195.83,190.38,212.2,221.93,253.07
67785,Zmym4,601,573.3333,1353.6667,150.345,150.525,125.47,135.32,170.395,121.38
67788,Sfr1,1212.6667,1147,2143.3333,3280.24,4243.85,5494.28,5491.65,2823.77,4156.08
67789,Dalrd3,761.6667,731.3333,994,121.08,98.56,98.505,92.54,99.38,130.415
67790,Rab39b,2,2.3333,18,54.725,64.895,29.035,50.735,49.07,47.415
67791,6530411M01Rik,0,0,0,17.25,21.73,9.48,8.14,6.83,1
67792,Rgs8,0,0,2.3333,15.07,22.74,30.02,19.1,38.32,3.5
67795,Rnls,112,118.6667,118.6667,82.75,90.42,64.4,65.69,54.53,92.4
67797,Snrnp48,280.6667,314.6667,662.3333,347.65,367.12,450.0775,410.6475,280.5675,280.26
67800,Dgat2,41675.3333,43408.6667,28088.3333,1715.215,1253.085,762.03,661.415,957.56,2644.035
67801,Pllp,31.3333,20.6667,112,120.83,47.64,54.32,121.85,77.6,75.38
67803,Limd2,212,192,7248,130.8575,156.8525,123.9525,464.0475,222.5675,207.1175
67804,Snx2,2281.3333,2217,5823,1679.95,1638.7,1987.38,1388.37,804.02,1190.68
67808,Tprgl,2498.6667,2441.6667,3555.3333,756.38,1271.09,1232.29,399.59,748.8,637.33
67809,Rmdn3,3338.6667,3582.3333,1815.6667,605.215,564.175,511.54,630.675,406.45,790.12
67811,Poldip2,5189.3333,5248.3333,2697.6667,704.86,588.685,557.005,569.26,636.335,686.665
67812,Ubxn4,2326,2207.6667,2812.3333,1271.5667,1097.9533,1621.85,1640.9867,725.1767,1299.7133
67815,Sec14l2,27.6667,26.6667,40.6667,67.99,30.44,66.64,51.86,73.1,76.67
67819,Derl1,4379.3333,3883.6667,6134.3333,1914.915,1808.5725,1795.14,1219.205,1854.725,1682.9825
67821,Atp1b4,2,1.3333,0,12.8,7.05,13,9.78,8.99,6.4
67824,Nmral1,55.6667,53.6667,324.3333,45.5367,47.7167,32.0267,41.94,33.0967,38.0333
67826,Snap47,452.6667,405.3333,705,1458.99,1326.125,1837.51,1606.075,1286.93,1206.74
67828,Lce1f,0,0,0,11.91,19.92,19.085,17.625,25.15,13.85
67830,Rer1,2449.3333,2343.6667,3004.6667,723.135,997.35,844.11,451.51,650.84,822.125
67832,Brix1,620.6667,569,887.6667,1760.85,1418.415,1498.1,1841.23,1157.93,1334.54
67834,Idh3a,25036,27275.6667,6591.6667,1047.8925,890.1425,697.6675,737.17,543.835,1168.7175
67836,Wdr83,338.3333,336,442.3333,131.26,83.71,92.2,91.24,92.95,133.93
67838,Dnajb11,981.6667,874.3333,2083.3333,1777.96,1685.74,1898.18,1186.18,1190.16,1899.17
67839,Gpsm1,58.6667,60,325.6667,91.9567,112.26,188.4567,161.0733,193.82,136.9233
67841,Atg3,1379,1287,1579.6667,1600.06,1452.78,1105.16,1179.4,1059.525,1221.435
67842,Nop9,420,339.6667,817.6667,469.25,327.41,445.44,487.83,393.95,491.61
67843,Slc35a4,2526,2463.6667,2334,187.92,150.26,138.674,146.04,179.128,179.766
67844,Rab32,71.3333,62,922.3333,1166.09,947.36,1053.64,991.79,557.92,590.47
67845,Rnf115,855.3333,766.6667,1863,506.435,590.25,454.485,614.15,348.255,410.705
67846,Tmem39a,377.6667,382,741,307.935,464.08,448.45,224.9,295.865,342.555
67847,Sncaip,258.6667,256,352.3333,11.31,13.77,10.655,14.405,14.96,9.54
67848,Ddx55,201.6667,190,516,51.08,37.86,26.24,64.87,19.765,61.33
67849,Cdca5,7,6.6667,95.3333,153.21,127.575,130.855,130.07,223.19,141.515
67850,1700007F19Rik,0,0,0,11.78,7.92,28.19,9.16,4.4,12.96
67851,1700021F05Rik,1120.3333,1245.6667,498,1432.5,1457.4,1104.27,1045.31,1254.34,1123.66
67854,Slco6b1,0,0,0,13.2,6.91,3.75,5.96,18.46,5.22
67855,Asprv1,10,12.6667,126.3333,3.99,7.61,6.04,1.81,8.63,1.07
67856,Echdc3,1740,1853.6667,727.3333,342.05,304.37,139.15,176.65,201.25,362.94
67857,Ppp6c,1322.3333,1269.3333,1533.6667,556.38,643.985,624.83,657.375,397.185,747.055
67860,S100a16,984.6667,950.3333,1215.3333,962.355,805.685,1061.76,446.315,944.495,715.135
67861,Akr1b10,1396,1346.6667,684,170.9633,92.2033,104.6633,157.24,108.55,143.8667
67862,2310033P09Rik,148.6667,155,395,134.03,133.365,134.595,142.995,130.725,112.505
67863,Slc25a11,4264.6667,4356.3333,2623.3333,837.7,611.9,669.36,541.02,572.82,838.05
67864,Yipf4,1488.6667,1483,1721,539.59,594.4833,579.0533,532.94,279.7467,699.1567
67865,Rgs10,115,68,1380.3333,389.37,523.42,731.12,498.35,814.53,430.7
67866,Wfdc1,32.6667,22,25.3333,27.86,13.1,44.39,21.45,24.08,37.46
67867,Lrrc28,383.3333,370.6667,381.6667,105.2567,69.3833,88.0333,111.89,92.6467,78.29
67868,Cela3b,0,0,0,25.024,34.014,24.7,30.288,35.558,31.076
67869,Paip2,3654.6667,3670.3333,4026,4845.31,4701.13,3990.23,5431.23,2546.12,4442.47
67870,Enoph1,322.3333,285.6667,408,288.555,367.5,221.98,477.405,254.565,220.415
67871,Mrrf,622,607,711.3333,332.3,403.74,335.37,258.19,264.74,435.43
67872,Nsmce4a,1083,1073,1617.3333,573.59,599.095,536.2,497.065,376.81,662.63
67873,Mri1,229.6667,229,573.3333,155.45,98.36,145.745,122.05,119.58,123.925
67874,Rprm,0,0,4.3333,25.42,5.26,19.49,19.62,27.09,19.18
67876,Coq10b,1571,1568.6667,922,1368.47,1072.35,951.15,1134.04,614.585,1121.52
67877,Naa20,1262,1322.6667,913,1687.91,2245.3,1591.74,1931.58,2282.3,2343.27
67878,Tmem33,1627,1588.6667,1951.6667,921.186,1194.656,857.896,1284.86,1223.042,1175.002
67880,Dcxr,235,220.3333,438.6667,2717.82,2307.94,2219.03,500.55,1646.22,2380.99
67881,Mdp1,644.6667,621,1173.3333,287.075,230.91,258.095,223,191.125,252.75
67883,Uxs1,418.6667,341.6667,533.3333,180.6267,349.7933,191.0133,272.83,398.4133,264.4233
67884,1810043G02Rik,711.6667,698.6667,498,86.95,93.32,124.335,97.225,89.125,81.235
67885,1500011K16Rik,1148,1055.6667,758.3333,765.27,729.49,394.86,393.25,786.99,552.11
67886,Camsap2,2382.6667,2358,1980,344.9475,443.8875,429.1825,504.3225,239.2175,322.3075
67888,Tmem100,128.6667,46.3333,188,187.055,18.245,51.625,22.825,58.26,170.705
67889,Rbm18,627.3333,589.3333,983.6667,259.6,261.7933,231.5367,372.4633,182.6667,297.14
67890,Ufm1,1169.3333,1121,1465.3333,327.526,224.136,246.304,297.872,332.05,305.848
67891,Rpl4,9209,8316.3333,25449,16542.03,17490.15,20425.19,15660.57,12882.75,17334.42
67892,Coa6,436.6667,426.3333,387,463.29,464.44,341.725,381.715,473.57,425.14
67893,Tmem86a,245,250.6667,1264.6667,843.89,661.42,652.51,652.42,1561.3,1018.4
67894,Fam45a,493.6667,462,828.6667,695.1,915.79,758.15,896.43,533.42,1014.47
67895,Ppa1,5234.3333,4420,3964,6388.13,6504.48,3724.93,2351.65,4183.75,5829.3
67896,Ccdc80,4379,2594.3333,30074.6667,1142.375,449.735,1019.07,788.995,2422.115,3544.045
