mouse_Entrez_ID,mouse_Gene,mouse_scBAT_mean_count,mouse_WAT_mean_count,mouse_iBAT_mean_count,mouse_scBATvsWAT_Log_Ratio,mouse_scBATvsWAT_Pvalue,mouse_scBATvsiBAT_Log_Ratio,mouse_scBATvsiBAT_Pvalue,human_Genbank_accession,human_Gene,human_scBAT_mean_FPKM,human_WAT_mean_FPKM,human_scBATvsWAT_Log_Ratio
12814,Col11a1,2.3333,55.6667,8.3333,-3.9253,3.53e-05,-1.8586,0.011843,NM_080630,COL11A1,2.49,0.4,2.64
19358,Rad23a,1398.6667,1468.3333,1390.3333,0.64667,0.022111,-0.055758,0.65059,NM_005053,RAD23A,6.75,2.14,1.66
77040,Atg16l1,1302.3333,1475.3333,1247,0.55666,0.047802,-0.0038092,0.97758,NM_017974,ATG16L1,1.64,0.63,1.37
76561,Snx7,239.6667,412.3333,250.3333,-0.12559,0.76996,-0.12682,0.46255,NM_152238,SNX7,3,0.74,2.03
69354,Slc38a4,64.6667,142.3333,16.3333,-0.35201,0.51158,1.9138,3.23e-05,NM_018018,SLC38A4,1.34,0.6,1.17
93836,Rnf111,653.3333,1849.6667,657,-0.73022,0.021744,-0.075793,0.55041,NM_017610,RNF111,3.64,1.42,1.36
105278,Cdk20,113,184.6667,109.6667,0.0081123,0.99361,-0.01666,0.96845,NM_012119,CDK20,0.82,0.14,2.52
53619,Blcap,2047.6667,3548,2093,-0.14363,0.69135,-0.092747,0.4707,NM_001167823,BLCAP,3.78,1.16,1.7
116873,Stim2,424.3333,1086.3333,355,-0.63036,0.040544,0.18393,0.23833,NM_001169118,STIM2,1.38,0.5,1.48
76500,Ip6k2,245.3333,736.3333,250.6667,-0.83009,0.017748,-0.096811,0.57919,NM_001190317,IP6K2,0.78,0,7.38
223332,Ranbp3l,26.3333,37.3333,38.6667,0.16938,0.77074,-0.61867,0.066326,NM_001161429,RANBP3L,1.17,0.21,2.48
72611,Zfp655,1414.3333,1659.3333,1475.6667,0.49198,0.086621,-0.12962,0.35749,NM_138494,ZNF655,1.12,0.52,1.11
66279,Tmem218,245,181.6667,280,1.1332,0.0050605,-0.25449,0.13694,NM_001258244,TMEM218,0.84,0.15,2.48
17294,Mest,132,1809.3333,110,-3.1835,5.3e-09,0.19542,0.35671,NM_002402,MEST,4.72,0.62,2.94
207214,Larp4,2990,2519,2952,0.97308,0.00045366,-0.049462,0.67863,NM_052879,LARP4,1.8,0.23,2.99
96875,Prg4,105,73,102.3333,1.2053,0.0089499,-0.03556,0.89001,NM_001127709,PRG4,7.79,2.54,1.62
234852,Chmp1a,2023.3333,3263.3333,1908.3333,0.035711,0.89714,0.013644,0.91389,NM_002768,CHMP1A,4.38,1.94,1.17
17279,Melk,3,91.6667,2.6667,-4.0919,1.29e-08,0.10406,1,NM_014791,MELK,4.52,2.23,1.02
66408,Aptx,443.6667,634.3333,410.6667,0.20228,0.53283,0.041112,0.78096,NM_175069,APTX,1.72,0.28,2.62
12895,Cpt1b,30.6667,5.6667,50.3333,3.0882,3.54e-06,-0.76431,0.028753,NM_001145134,CPT1B,1.31,0.45,1.53
223828,Pphln1,759,1415,750,-0.16947,0.55589,-0.047124,0.71378,NM_001143787,PPHLN1,3.92,1.9,1.04
320299,Iqcb1,244,360.6667,234,0.17477,0.63598,-0.0061658,0.98104,NM_001023571,IQCB1,1.43,0.33,2.1
74718,Snx16,130.3333,164.6667,134.6667,0.38835,0.34227,-0.11285,0.59961,NM_022133,SNX16,1.21,0.51,1.25
59007,Ngly1,1431,1648.3333,1355,0.51283,0.072068,0.016984,0.89606,NM_001145293,NGLY1,1.05,0.18,2.55
67009,Ttc23,428.6667,395.3333,425,0.77744,0.052035,-0.050934,0.74118,NM_001040660,TTC23,0.73,0.15,2.28
20614,Snap25,0,1.6667,0,-3.6378,0.1781,-Inf,1,NM_003081,SNAP25,3.29,1.31,1.32
69740,Dph5,249.3333,450.3333,232,-0.068118,0.87292,0.037353,0.83851,NM_001077395,DPH5,1.74,0.69,1.33
107373,Fam111a,143.3333,2714,115,-3.4229,1.4e-10,0.24831,0.27929,NM_001142521,FAM111A,0.79,0,10.48
99712,Cept1,1004.6667,2323.6667,914.6667,-0.50523,0.078894,0.05999,0.66993,NM_006090,CEPT1,8.41,3.73,1.17
432731,Zscan26,1325.6667,2330.6667,1198.3333,-0.076471,0.78745,0.079871,0.54705,NM_001111039,ZSCAN26,0.75,0.11,2.73
70266,Ccbl1,802.3333,338,796,1.9574,3.34e-09,-0.052882,0.67548,NM_001122671,CCBL1,1.1,0.52,1.08
20496,Slc12a2,1938.6667,1272,1582.3333,1.2817,6.93e-05,0.21104,0.18996,NM_001256461,SLC12A2,2.93,1.19,1.29
59079,Erbb2ip,1924,4706,1647,-0.53285,0.072097,0.15385,0.21241,NM_001253699,ERBB2IP,1.12,0.21,2.41
22402,Wisp1,1.6667,44,1.3333,-3.8409,1.22e-05,0.23444,1,NM_001204869,WISP1,1.02,0.27,1.94
67980,Gnpda2,408.3333,743.3333,430,-0.14333,0.6582,-0.13761,0.37209,NM_001270880,GNPDA2,0.72,0.08,3.13
22115,Tssk2,2,1.6667,3,0.93891,0.46266,-0.61604,0.64293,NM_053006,TSSK2,0.75,0.18,2.05
52696,Zwint,1362.6667,1692.6667,1342,0.37034,0.22633,-0.048471,0.70487,NM_032997,ZWINT,3.27,1.55,1.08
109685,Hyal3,60,41,41.3333,1.2067,0.021788,0.47336,0.086129,NM_001200032,HYAL3,1.48,0.54,1.45
109660,Ctrl,12.6667,20,13,0.15274,0.85281,-0.099831,0.8733,NM_001907,CTRL,2.06,0.89,1.21
27223,Trp53bp1,848.3333,1803.6667,859.6667,-0.32901,0.26672,-0.081488,0.53322,NM_005657,TP53BP1,4.41,1.25,1.82
234664,Nae1,762.3333,1206.6667,732,0.073694,0.80131,-0.010207,0.93831,NM_001018159,NAE1,1.41,0.37,1.95
230866,Emc1,1640.3333,1676.6667,1564,0.68618,0.014847,0.0047467,0.97127,NM_001271427,EMC1,2.38,0.97,1.3
93686,Rbfox2,1500,1804,1346,0.37163,0.32082,0.079921,0.60069,NM_001031695,RBFOX2,0.98,0,13.38
319535,Zfp182,195.3333,681.3333,208,-1.0262,0.0088945,-0.15752,0.38907,NM_006962,ZNF182,0.62,0.09,2.76
16709,Ktn1,1152.6667,2205.3333,1127.6667,-0.18164,0.53419,-0.033647,0.79397,NM_001271014,KTN1,3.72,1.47,1.34
11958,Atp5k,3730.6667,1749.3333,3794,1.7722,3.11e-08,-0.088425,0.46754,NR_033743,ATP5I,27.58,9.64,1.52
67877,Naa20,1262,913,1322.6667,1.1698,6.97e-05,-0.13369,0.27073,NM_181528,NAA20,4.2,0.59,2.84
69806,Slc39a11,357.3333,601.3333,277.6667,-0.045542,0.89458,0.28998,0.082813,NM_001159770,SLC39A11,1.58,0.44,1.86
11658,Alcam,50,1232,51,-3.9235,7.87e-23,-0.10541,0.70509,NM_001243280,ALCAM,5.21,2.44,1.1
72154,Zfp157,167.3333,495,161.6667,-0.81183,0.031691,-0.015877,0.95161,NM_024840,ZNF613,0.99,0.24,2.02
19205,Ptbp1,1950.6667,5089.3333,1812.3333,-0.62931,0.029176,0.039581,0.74261,NM_031990,PTBP1,3.32,0.92,1.86
73288,Ccdc132,681.3333,1036.3333,646,0.10431,0.72939,0.0071349,0.96042,NM_024553,CCDC132,1.56,0.46,1.75
102209,Snapc2,307.3333,502.3333,292.6667,0.0088073,0.98237,0.0060842,0.97535,NM_003083,SNAPC2,1.06,0.32,1.75
216724,Rufy1,533.6667,1006.3333,520.6667,-0.17521,0.56658,-0.03253,0.8113,NM_001040451,RUFY1,1.83,0.86,1.09
66390,Slmo2,3132,1338.6667,3304.3333,1.9349,5.53e-11,-0.14074,0.27668,NM_001256403,SLMO2,13.62,3.54,1.94
18787,Serpine1,119,711,108,-1.9872,0.00059466,0.027284,0.96628,NM_001165413,SERPINE1,55.03,20.08,1.45
21416,Tcf7l2,279.3333,688.3333,224.3333,-0.65205,0.10253,0.24685,0.16984,NM_001146284,TCF7L2,1.57,0.38,2.06
15422,Hoxc13,0,0,0,Inf,1,-Inf,1,NM_017410,HOXC13,0.85,0.34,1.31
223693,Tmem184b,2719.3333,2722.3333,2444.3333,0.67506,0.028221,0.081933,0.53301,NM_001195071,TMEM184B,1.54,0.32,2.28
67219,Med18,50,141.6667,45.3333,-0.7433,0.11123,0.072111,0.83009,NM_017638,MED18,1.24,0.42,1.55
14815,Nr3c1,3588,7251.3333,3417.6667,-0.32004,0.26547,-0.00086719,0.99486,NM_000176,NR3C1,2.31,0.82,1.5
13822,Epb4.1l2,3930.3333,9385.3333,3515.3333,-0.58274,0.068159,0.096886,0.45307,NM_001199389,EPB41L2,5.08,2.34,1.12
59079,Erbb2ip,1924,4706,1647,-0.53285,0.072097,0.15385,0.21241,NM_001253697,ERBB2IP,1.78,0.58,1.63
240665,Ccnj,294,584.6667,275.6667,-0.25595,0.46681,0.020616,0.91789,NM_001134376,CCNJ,1.39,0.59,1.25
170719,Oxr1,2397.6667,3158,1940.6667,0.28706,0.3444,0.23301,0.080592,NM_001198533,OXR1,0.65,0.1,2.67
240476,Zfp407,252.6667,708.3333,223.3333,-0.73186,0.039139,0.10627,0.54649,NM_001146190,ZNF407,1.01,0.49,1.05
80884,Maged2,340.6667,691,330,-0.36428,0.34886,-0.017912,0.91838,NM_014599,MAGED2,3.08,0.03,6.88
16981,Lrrn3,12.6667,47.3333,11.3333,-1.1511,0.042643,0.092059,0.92952,NM_001099658,LRRN3,0.88,0.17,2.38
68626,Elac2,1066,1143.3333,1008.6667,0.61137,0.033577,0.011084,0.93211,NM_001165962,ELAC2,1.75,0.66,1.41
320234,Ccdc66,145.6667,447.3333,129,-0.86253,0.026986,0.10887,0.60244,NM_001141947,CCDC66,1.3,0,9.63
225651,Mppe1,179.6667,630.6667,193,-1.0025,0.030086,-0.16713,0.36572,NM_001242904,MPPE1,0.98,0.02,5.51
66603,Gemin2,234,279.6667,230,0.48014,0.20341,-0.038863,0.84363,NM_001009182,GEMIN2,1.89,0.83,1.19
66940,Shisa5,1340,14345.3333,1050,-2.6068,4.45e-09,0.28525,0.019136,NM_001272065,SHISA5,1.31,0.06,4.5
93700,Pcdhgb2,37.6667,66.6667,29.6667,-0.18339,0.73462,0.27103,0.37931,NM_018923,PCDHGB2,0.96,0.08,3.66
66204,Acyp1,361,343,366,0.80415,0.022801,-0.081846,0.61468,NM_203488,ACYP1,4.49,1.89,1.25
66641,Sike1,754.3333,1410.3333,814.3333,-0.1453,0.63014,-0.17273,0.1801,NM_001102396,SIKE1,2.98,1.33,1.16
16905,Lmna,1493.3333,2458.3333,1171,-0.072948,0.84192,0.27734,0.064931,NM_005572,LMNA,5.25,1.19,2.14
319945,Flad1,1397,1277.3333,1333.6667,0.83272,0.0038392,0.00028106,1,NM_001184891,FLAD1,0.72,0.18,2
117167,Steap4,11174.3333,17139,6279.6667,0.0046972,0.99096,0.7464,0.0027179,NM_001205316,STEAP4,13.96,5.19,1.43
53333,Tomm40,1710.6667,1108.6667,1784.3333,1.3459,2.79e-06,-0.12476,0.31857,NM_001128916,TOMM40,3.89,0.11,5.15
66248,Alg5,734.6667,970,661,0.30124,0.32368,0.079423,0.5503,NM_001142364,ALG5,5.1,1.34,1.93
70237,Bhlhb9,491.6667,1335.6667,442,-0.78724,0.032673,0.081305,0.64352,NM_001142526,BHLHB9,0.61,0,8.09
22722,Zfp64,172.3333,410,144,-0.49449,0.20361,0.2012,0.33005,NM_018197,ZFP64,0.78,0.18,2.14
20280,Scp2,13056,12585.6667,12084.6667,0.70534,0.041132,0.039412,0.76228,NM_001193617,SCP2,5.98,1.88,1.67
67815,Sec14l2,27.6667,40.6667,26.6667,0.16228,0.75744,-0.0071818,1,NM_001204204,SEC14L2,0.84,0.32,1.41
108654,Fam210a,7869.6667,2399,8021.6667,2.3874,3.42e-13,-0.09597,0.42241,NM_001098801,FAM210A,1.16,0.53,1.13
53325,Banp,225,525.6667,257,-0.44371,0.2822,-0.24927,0.26758,NM_001173539,BANP,0.62,0.25,1.33
18021,Nfatc3,1857.3333,4338.6667,1697.3333,-0.45728,0.13043,0.063101,0.59723,NM_004555,NFATC3,1.87,0.89,1.08
26894,Cops7a,2264.6667,1801.3333,2040.6667,1.0274,0.000442,0.079159,0.5387,NM_001164094,COPS7A,4.42,2.13,1.05
74440,Cmip,367,2540.3333,371,-2.0698,1.26e-12,-0.083168,0.59072,NM_030629,CMIP,1.64,0.63,1.38
24068,Sra1,1098,1485,891,0.24072,0.44578,0.2277,0.10864,NM_001253764,SRA1,1.12,0,12.56
219024,Tmem55b,906.6667,1418,841.3333,0.084292,0.76675,0.041792,0.74657,NM_001100814,TMEM55B,2.23,0.62,1.85
56323,Dnajb5,272.3333,489.6667,285,-0.076704,0.85097,-0.12841,0.56085,NM_001135004,DNAJB5,0.63,0,9.99
56191,Tro,47.6667,32.6667,58.6667,1.1874,0.035134,-0.3622,0.22274,NM_177556,TRO,0.63,0.24,1.4
66787,Gskip,462,730.3333,428.3333,0.056038,0.86174,0.044717,0.75263,NM_001271904,GSKIP,0.92,0.44,1.06
71778,Klhl5,908,2038.3333,900,-0.47047,0.11024,-0.051727,0.67876,NM_199039,KLHL5,1.05,0.47,1.16
17829,Muc1,20.6667,27,16,0.3414,0.55506,0.30914,0.46306,NM_001044391,MUC1,0.79,0,14.28
70560,Wars2,313.3333,399,271.3333,0.39538,0.26695,0.14424,0.38076,NM_201263,WARS2,1.02,0.26,2
72667,Zfp444,195.3333,333,218.6667,0.00591,0.99252,-0.2187,0.31788,NM_018337,ZNF444,1.37,0.04,4.96
71955,Ist1,1599.3333,2450,1575.3333,0.11956,0.66668,-0.040645,0.74999,NM_014761,IST1,1.99,0.43,2.22
241296,Lrrc8a,1687,1745.6667,1620,0.62009,0.059574,-0.027399,0.89323,NM_019594,LRRC8A,1.61,0.54,1.57
59025,Usp14,1916.6667,1654,1969.3333,0.91745,0.0013978,-0.10348,0.39931,NM_001037334,USP14,3.37,1.61,1.07
68166,Spire1,1323,842,1355,1.3492,7.62e-06,-0.099043,0.44838,NM_001128626,SPIRE1,0.75,0.09,2.99
321019,Gpr183,13,1017.6667,12.6667,-5.4473,1.04e-11,-0.032016,1,NM_004951,GPR183,0.74,0.11,2.82
108943,Trmt10a,203.3333,254.6667,221.6667,0.40904,0.2891,-0.19111,0.27252,NM_001134665,TRMT10A,1.69,0.02,6.49
13400,Dmpk,1169.6667,2115.6667,1034,-0.20339,0.58392,0.11529,0.40003,NM_001081560,DMPK,1.27,0.09,3.81
107589,Mylk,880.6667,2146,846,-0.57295,0.042648,-0.011468,0.92997,NM_053031,MYLK,3.95,1.63,1.28
22278,Usf1,688,1618,632.3333,-0.45879,0.1582,0.055723,0.65998,NM_207005,USF1,3.55,1.74,1.03
72556,Zfp566,32.6667,109.6667,28.3333,-0.95987,0.067189,0.12984,0.74321,NM_032838,ZNF566,0.67,0.12,2.53
54354,Rassf5,69,3151.6667,52.6667,-4.6776,3.79e-12,0.3175,0.22266,NM_182665,RASSF5,0.67,0.26,1.37
231214,Cc2d2a,319.6667,755,356,-0.56737,0.13197,-0.21423,0.2315,NM_001164720,CC2D2A,2.15,0.96,1.17
64209,Herpud1,2798,2903.3333,2449.6667,0.66446,0.02053,0.11185,0.45624,NM_001010990,HERPUD1,0.63,0.07,3.23
235527,Plscr4,275.6667,622.6667,272,-0.51835,0.20709,-0.045975,0.79911,NM_001128304,PLSCR4,2.17,0.92,1.24
78070,Cpt1c,35.3333,105.3333,29.6667,-0.83072,0.068255,0.1906,0.56039,NM_001136052,CPT1C,1.2,0.34,1.84
93702,Pcdhgb5,23.3333,39,18.6667,-0.071352,0.90305,0.24576,0.52064,NM_032099,PCDHGB5,1.43,0.2,2.84
71901,Fam219a,321.6667,505.3333,302.6667,0.039876,0.91471,0.023961,0.89324,NM_001184941,FAM219A,1.62,0.57,1.5
21957,Tnnt3,5615.3333,186.3333,1697,5.6866,7.63e-27,1.658,0.00078908,NM_001042781,TNNT3,2.33,0,10.79
18570,Pdcd6,1718,1846.3333,1797.3333,0.60936,0.030575,-0.13017,0.29587,NM_001267556,PDCD6,8.77,3.91,1.16
226976,Kansl3,3255.6667,2943,3564,0.86571,0.0019841,-0.19238,0.12525,NM_001115016,KANSL3,1.71,0.63,1.45
23854,Def8,852.6667,1034.3333,842,0.41489,0.1819,-0.045994,0.72411,NM_001242817,DEF8,0.93,0.23,2.01
17979,Ncoa3,1082,3773.6667,1065.6667,-1.0276,0.0010387,-0.036575,0.81929,NM_006534,NCOA3,6.61,3.16,1.07
216971,Fam222b,363,380.3333,327,0.64483,0.071152,0.07399,0.70273,NM_018182,FAM222B,2.05,0.97,1.09
13169,Dbnl,935.3333,3452,865.3333,-1.1031,0.00086068,0.044907,0.7108,NM_014063,DBNL,0.99,0.05,4.38
22225,Usp5,2216.3333,3233.3333,1990.6667,0.15823,0.5754,0.085727,0.48944,NM_001098536,USP5,1,0.37,1.44
22346,Vhl,494,1465,482,-0.82416,0.006808,-0.035524,0.79959,NM_198156,VHL,0.77,0.24,1.71
53333,Tomm40,1710.6667,1108.6667,1784.3333,1.3459,2.79e-06,-0.12476,0.31857,NM_001128917,TOMM40,1.86,0.53,1.82
110175,Ggct,97.6667,268.3333,76.6667,-0.68581,0.11444,0.28361,0.20947,NM_001199817,GGCT,0.98,0,10.89
20168,Rtn3,6820,7204.3333,6382.3333,0.58594,0.071199,0.026666,0.82024,NM_001265590,RTN3,1.79,0.26,2.8
19299,Abcd3,9506.3333,3186.6667,8900.6667,2.2304,5.32e-10,0.023086,0.86433,NM_001122674,ABCD3,5.46,2.21,1.3
20262,Stmn3,2,4,1.6667,-0.30218,0.86417,0.17842,1,NM_015894,STMN3,0.87,0.38,1.18
52708,Zfp410,471.3333,845.6667,492.3333,-0.097138,0.76044,-0.12971,0.34175,NM_001242927,ZNF410,1.93,0.32,2.6
110197,Dgkg,30,19.3333,6.6667,1.3389,0.058046,2.0336,0.0036926,NM_001080744,DGKG,0.71,0.2,1.82
56501,Elf4,209.6667,3053,220,-3.0417,8.97e-10,-0.13806,0.45745,NM_001421,ELF4,0.72,0.22,1.71
12716,Ckmt1,85.3333,2,3,5.9939,1.97e-09,4.6567,4.6e-09,NM_020990,CKMT1B,2.88,0.37,2.95
68197,68197,5185.3333,2097.3333,5345.6667,1.9746,3.92e-09,-0.10887,0.37398,NM_001203261,NDUFC2-KCTD14,12.33,5.85,1.08
245688,Rbbp7,2313.6667,3541,2334.6667,0.1262,0.64955,-0.077425,0.52224,NM_001198719,RBBP7,5.31,1.14,2.22
66408,Aptx,443.6667,634.3333,410.6667,0.20228,0.53283,0.041112,0.78096,NM_001195251,APTX,0.81,0.13,2.62
93705,Pcdhgb8,7.3333,14.3333,6.3333,-0.24732,0.76887,0.14779,0.89962,NM_032097,PCDHGB3,1.35,0.2,2.76
75553,Zc3h14,1818,1848.6667,1796,0.70935,0.0112,-0.047766,0.69937,NM_207660,ZC3H14,2.95,1.26,1.23
68379,Ciz1,844.6667,1552,804.3333,-0.1285,0.65771,0.0058815,0.96484,NM_001131015,CIZ1,2.64,1.28,1.05
237052,Tceal1,97,169.6667,104.6667,-0.12439,0.77867,-0.17485,0.42086,NM_004780,TCEAL1,3.35,1.52,1.14
20503,Slc16a7,406.3333,994,324.6667,-0.63932,0.1088,0.2653,0.11809,NM_004731,SLC16A7,1.25,0.18,2.77
18516,Pbx3,163.6667,201,155,0.4282,0.27996,0.008842,0.97484,NM_001134778,PBX3,1.03,0.01,6.21
67888,Tmem100,128.6667,188,46.3333,0.063254,0.91605,1.3945,3.11e-07,NM_001099640,TMEM100,1.11,0.33,1.73
71955,Ist1,1599.3333,2450,1575.3333,0.11956,0.66668,-0.040645,0.74999,NM_001270979,IST1,4.99,1.6,1.64
101739,Psip1,403.3333,2051.6667,409.3333,-1.5548,3.16e-05,-0.086196,0.57651,NM_033222,PSIP1,5.45,0.16,5.05
29813,Zfp385a,320.6667,1023.3333,237.3333,-0.99169,0.0040603,0.36837,0.025019,NM_001130968,ZNF385A,0.96,0.24,1.99
101113,Snx21,804.6667,578.6667,912.6667,1.1411,0.0024819,-0.23659,0.17319,NM_152897,SNX21,1.12,0.3,1.92
13990,Smarcad1,398.3333,1029.6667,412.6667,-0.62005,0.051461,-0.11786,0.41628,NM_001128429,SMARCAD1,0.75,0.03,4.57
65973,Asph,1329,4726.3333,1151.3333,-1.198,0.002695,0.13871,0.27877,NM_001164754,ASPH,20.99,7.7,1.45
68259,Ift80,106.6667,1071.3333,105.3333,-2.5031,1.45e-06,-0.044332,0.84754,NM_001190241,IFT80,0.62,0.25,1.31
53413,Exoc7,1001.3333,1367.3333,913.3333,0.25984,0.36074,0.064404,0.59053,NM_001013839,EXOC7,0.74,0.14,2.35
54189,Rabep1,1214.3333,2016,1186,0.00050655,0.99924,-0.031918,0.79378,NM_001083585,RABEP1,1.12,0.25,2.17
17245,Mdm1,98,229.3333,112.6667,-0.47786,0.24819,-0.26523,0.21298,NM_001205029,MDM1,0.69,0.29,1.26
74450,Pank2,890.6667,1633,785.6667,-0.14425,0.60757,0.11343,0.36217,NM_153640,PANK2,1.9,0.36,2.42
12306,Anxa2,5286,9194,5486.3333,-0.13479,0.69944,-0.1102,0.52903,NM_001002858,ANXA2,3.14,0.88,1.83
52036,Ppp6r3,2566.6667,4107.3333,2371,0.054942,0.84161,0.047481,0.68953,NM_018312,PPP6R3,2,0.95,1.07
333639,Mamld1,487.3333,197.3333,404.6667,1.9716,2.9e-06,0.20411,0.24567,NM_001177466,MAMLD1,1.73,0.48,1.84
268281,Shprh,874,1826.6667,1004.6667,-0.31199,0.28315,-0.26124,0.071452,NM_173082,SHPRH,1.24,0.34,1.87
319207,Pgbd1,15,18.3333,14.3333,0.44477,0.44052,-0.0092957,1,NM_001184743,PGBD1,1.31,0.5,1.39
18484,Pam,659.6667,2329,608.3333,-1.131,0.0001904,0.0423,0.76704,NM_001177306,PAM,4.45,1.23,1.86
235469,Zfp280d,430.3333,1146.3333,394.3333,-0.63663,0.063873,0.061379,0.67269,NM_001002843,ZNF280D,0.8,0.37,1.11
14390,Gabpa,1765.6667,2092,1854.3333,0.48493,0.079026,-0.13906,0.25307,NM_001197297,GABPA,3.1,1.48,1.06
15381,Hnrnpc,3268,5841.6667,3189.6667,-0.092103,0.74522,-0.03767,0.77014,NM_031314,HNRNPC,23.5,11.04,1.09
21345,Tagln,548.3333,1568.3333,662,-0.79095,0.0068322,-0.34758,0.036295,NM_001001522,TAGLN,2.35,0.73,1.68
70533,Btf3l4,986,844.3333,1059.6667,0.92569,0.0022292,-0.17208,0.16452,NM_001136497,BTF3L4,5.01,2.39,1.07
57785,Rangrf,328.3333,185.3333,377,1.5533,4.32e-05,-0.25987,0.14508,NM_001177802,RANGRF,1.75,0.68,1.37
192287,Slc25a36,985,1376.3333,1015.6667,0.24784,0.37939,-0.10926,0.38146,NM_018155,SLC25A36,1,0.25,1.99
70575,Gfod2,344.6667,486,295,0.17211,0.66925,0.16459,0.37605,NM_030819,GFOD2,1.02,0.43,1.25
239833,Lmln,121,99,154.6667,0.9926,0.02534,-0.40807,0.11183,NM_001136049,LMLN,0.69,0.3,1.18
17925,Myo9b,952.3333,3670.3333,918,-1.1655,0.00052322,-0.015184,0.90476,NM_001130065,MYO9B,1.66,0.03,5.72
12283,Cab39,5559,4981.3333,5403,0.89609,0.0012452,-0.025286,0.83254,NM_001130849,CAB39,1.01,0.15,2.79
109065,Dnaaf2,79.6667,223,74.3333,-0.70938,0.11427,0.033959,0.91112,NM_001083908,DNAAF2,1.07,0.44,1.27
54608,Abhd2,203,1148,208.3333,-1.7327,1.39e-06,-0.10533,0.56344,NM_007011,ABHD2,0.87,0.19,2.23
78755,Fam122b,156.3333,414,163,-0.63532,0.12116,-0.12686,0.51838,NM_001170757,FAM122B,1,0.39,1.35
78797,Ndor1,507.6667,1402.3333,473,-0.6859,0.049383,0.033825,0.80872,NM_001144027,NDOR1,0.68,0.28,1.28
216742,Fnip1,1740.6667,1774,1643.6667,0.68671,0.014117,0.012597,0.9245,NM_133372,FNIP1,0.96,0.37,1.37
18654,Pgf,29,90.6667,27.3333,-0.88851,0.065147,0.010583,1,NM_002632,PGF,1.32,0.63,1.07
320209,Ddx11,48.3333,414.3333,48.3333,-2.2901,4.24e-05,-0.069848,0.84852,NM_001257145,DDX11,0.95,0.46,1.04
237336,Tbpl1,406.3333,825.6667,379.6667,-0.24778,0.48356,0.032375,0.82713,NM_001253676,TBPL1,1.22,0.54,1.18
18618,Pemt,206.6667,167.3333,170.3333,0.96736,0.029388,0.20906,0.25177,NM_001267551,PEMT,2.87,1.29,1.15
64540,Tspan4,3235.3333,3398,3293.6667,0.57654,0.097469,-0.10108,0.45439,NM_003271,TSPAN4,0.89,0.04,4.32
109754,Cyb5r3,4379.3333,4365,3585,0.6683,0.040515,0.21479,0.1074,NM_007326,CYB5R3,1.5,0.13,3.55
56248,Ak3,10281,6154.6667,10085,1.3933,7.88e-05,-0.039022,0.74324,NM_001199855,AK3,2.16,0.08,4.81
218461,Pde8b,37,70,34,-0.17884,0.7043,0.0565,0.88981,NM_001029854,PDE8B,1.1,0.18,2.59
12417,Cbx3,586,1089.3333,587.3333,-0.14921,0.62668,-0.069774,0.60097,NM_007276,CBX3,0.84,0.07,3.57
68058,Chd1l,371.6667,778.3333,389.3333,-0.28967,0.41956,-0.12987,0.42392,NM_001256336,CHD1L,2.11,0.87,1.28
171486,Cd99l2,2315.3333,2458.6667,2155.6667,0.57118,0.092788,0.033844,0.7823,NM_134446,CD99L2,1.48,0.72,1.04
69863,Ttc39b,345.3333,1418,350.6667,-1.263,0.00047453,-0.093678,0.57449,NM_001168339,TTC39B,1.52,0.02,6.66
67136,Kbtbd4,602.6667,789,476,0.34089,0.27429,0.27078,0.070053,NM_018095,KBTBD4,1.02,0.1,3.38
56031,Ppie,367.6667,693,354,-0.14598,0.68088,-0.0096305,0.95807,NM_006112,PPIE,1.31,0.11,3.56
74168,Zdhhc16,316,514.3333,267,0.042807,0.90404,0.1766,0.31231,NM_198043,ZDHHC16,2.09,1.04,1.01
28035,Usp39,553.6667,1097,478.6667,-0.24041,0.43321,0.14003,0.31747,NM_001256728,USP39,1.06,0.04,4.76
12282,Hyou1,2821,2595.6667,2577,0.85466,0.0020289,0.063086,0.59622,NM_006389,HYOU1,0.67,0.16,2.02
69257,Elf2,1087.3333,2188.6667,1056,-0.25172,0.3959,-0.026227,0.83805,NM_001276459,ELF2,2.35,1.03,1.19
108699,Chn1,431.6667,235.6667,353.3333,1.5096,0.00058522,0.21315,0.18902,NM_001822,CHN1,1.16,0.36,1.67
382137,Fdxacb1,182.3333,248,166.6667,0.28225,0.46544,0.060701,0.75079,NM_138378,FDXACB1,0.76,0.36,1.08
74075,Syce1,3.3333,3.6667,1,0.56888,0.52735,1.5624,0.13051,NM_130784,SYCE1,0.78,0.02,5.52
207214,Larp4,2990,2519,2952,0.97308,0.00045366,-0.049462,0.67863,NM_001170808,LARP4,0.8,0.13,2.68
20924,Supt5,1713.3333,4445.3333,1519.3333,-0.61923,0.034693,0.10509,0.40266,NM_001130825,SUPT5H,2.21,0.88,1.33
69860,Eif1ad,1095.6667,1132.3333,1127.3333,0.71116,0.017607,-0.10871,0.36893,NM_001242483,EIF1AD,2.51,0.84,1.58
52323,Klhl7,840.3333,1134,773,0.23304,0.48883,0.051994,0.66912,NM_018846,KLHL7,0.7,0.32,1.15
14600,Ghr,7222,18481.6667,6092.6667,-0.72435,0.059483,0.1637,0.35479,NM_001242461,GHR,1.16,0.22,2.43
