mouse_Entrez_ID,mouse_Gene,mouse_scBAT_mean_count,mouse_WAT_mean_count,mouse_iBAT_mean_count,mouse_scBATvsWAT_Log_Ratio,mouse_scBATvsWAT_Pvalue,mouse_scBATvsiBAT_Log_Ratio,mouse_scBATvsiBAT_Pvalue,human_Genbank_accession,human_Gene,human_scBAT_mean_FPKM,human_WAT_mean_FPKM,human_scBATvsWAT_Log_Ratio
71891,Cdadc1,1404.3333,1447.3333,1410.3333,0.64004,0.039051,-0.073135,0.55522,NM_030911,CDADC1,5.57,2.32,1.27
329872,Frem1,10.3333,28.3333,7,-0.75658,0.17948,0.48222,0.41808,NM_144966,FREM1,0.66,0.23,1.51
74385,Ap5m1,774,827,777.6667,0.65471,0.032969,-0.074083,0.54529,NM_018229,AP5M1,17.6,7.93,1.15
71449,Mettl13,183,330.6667,133.3333,-0.098749,0.81343,0.38677,0.085066,NM_014955,METTL13,5.65,2.42,1.22
67141,Fbxo5,68.6667,312.6667,66,-1.3729,0.0092328,0.00094407,1,NM_012177,FBXO5,12.06,5.43,1.15
12466,Cct6a,1749.3333,2565.6667,1721.3333,0.17414,0.52714,-0.045395,0.70776,NM_001762,CCT6A,89.92,42.71,1.07
271697,Cdk15,1.3333,10.3333,0.66667,-2.1677,0.020135,0.82671,0.7041,NM_139158,CDK15,3.46,1.56,1.14
15460,Hr,1243,1248.6667,711.3333,0.58679,0.20214,0.71287,0.0043848,NM_018411,HR,4.42,0.59,2.92
74006,Dnm1l,2712,2799.6667,2840.3333,0.68742,0.01272,-0.13167,0.27695,NM_005690,DNM1L,13.58,6.73,1.01
11735,Ank3,162.3333,133.3333,116,0.93202,0.085435,0.41479,0.066974,NM_001204403,ANK3,1.16,0.1,3.6
53318,Pdlim3,148.6667,82,71.6667,1.6765,0.0059946,0.97529,0.038471,NM_001114107,PDLIM3,3.66,1.6,1.19
229285,Spg20,851,1255.3333,829.3333,0.11261,0.72973,-0.028945,0.82185,NM_001142294,SPG20,14.72,6.85,1.1
74356,4931428F04Rik,37.6667,78.6667,45.3333,-0.28456,0.58292,-0.3325,0.24262,NM_001040715,KIAA0895L,6.68,3.29,1.02
67120,Ttc14,1300,3354,1403.6667,-0.59772,0.060224,-0.17612,0.22324,NM_133462,TTC14,10.08,4.98,1.02
110595,Timp4,1599.3333,2878,1602.6667,-0.2102,0.61441,-0.062014,0.68927,NM_003256,TIMP4,121.76,60.28,1.01
26968,Islr,277,673,141,-0.62685,0.1133,0.90022,6.17e-06,NM_005545,ISLR,8.15,3.38,1.27
20280,Scp2,13056,12585.6667,12084.6667,0.70534,0.041132,0.039412,0.76228,NM_001007250,SCP2,147.96,70.29,1.07
107527,Il1rl2,65.6667,352.6667,32,-1.748,9.24e-05,0.96938,0.00062656,NM_003854,IL1RL2,1.82,0.76,1.27
18613,Pecam1,3875.6667,8711.6667,4492.3333,-0.42899,0.12309,-0.27624,0.033506,NM_000442,PECAM1,1.29,0.58,1.15
66660,Sltm,839,2359.6667,770,-0.71752,0.023948,0.058442,0.63278,NM_024755,SLTM,28.07,13.83,1.02
330938,Dixdc1,346.6667,410,320.6667,0.3976,0.34943,0.030455,0.88934,NM_001037954,DIXDC1,7.5,2.98,1.33
18548,Pcsk1,3,15,2.6667,-1.5155,0.060329,0.092247,1,NM_000439,PCSK1,2.09,0.68,1.62
214189,Scgn,0,0.66667,0,-2.3895,0.52671,-Inf,1,NM_006998,SCGN,1.89,0.66,1.52
56248,Ak3,10281,6154.6667,10085,1.3933,7.88e-05,-0.039022,0.74324,NM_001199856,AK3,13.04,2.87,2.18
16180,Il1rap,93,351,79,-1.1646,0.0040095,0.16932,0.45709,NM_001167929,IL1RAP,4.23,1.94,1.12
20519,Slc22a3,1409.3333,2453.3333,1267,-0.16396,0.67409,0.089121,0.51729,NM_021977,SLC22A3,3.07,1.51,1.02
245368,Zfp300,24,87,24,-1.1255,0.018529,-0.060053,0.90855,NM_152603,ZNF567,3.05,1.51,1.01
108161,Fam50b,0.66667,0.66667,0,0.61278,1,2.6379,0.50739,NM_012135,FAM50B,4.07,1.79,1.19
13175,Dclk1,46.6667,1123,36,-3.7915,1.32e-13,0.29768,0.387,NM_004734,DCLK1,4.58,1.58,1.53
109222,Rarres1,31,27.3333,31.3333,0.9046,0.088866,-0.076347,0.86385,NM_206963,RARRES1,5.46,2.54,1.11
66660,Sltm,839,2359.6667,770,-0.71752,0.023948,0.058442,0.63278,NM_001013843,SLTM,19.97,7.53,1.41
18710,Pik3r3,304.3333,539.6667,299.3333,-0.10825,0.75694,-0.047811,0.78317,NM_003629,PIK3R3,4.49,2.22,1.02
230917,Tmem201,1012.3333,846,1093.6667,0.96359,0.0014038,-0.17361,0.18812,NM_001010866,TMEM201,4.92,2.18,1.18
15213,Hey1,116.3333,257.6667,129.3333,-0.47007,0.27855,-0.22047,0.25998,NM_012258,HEY1,1.96,0.72,1.45
621080,AI429214,111,127,93.6667,0.48023,0.2946,0.17522,0.45217,NM_001007090,C8orf48,4.39,2.02,1.12
20568,Slpi,3,166.6667,2.3333,-4.9471,2.17e-07,0.28118,0.83602,NM_003064,SLPI,2.51,0.61,2.05
209012,Ulk4,13.3333,31,9,-0.54022,0.38846,0.49558,0.38059,NM_017886,ULK4,1.53,0.75,1.03
19224,Ptgs1,136.3333,351.6667,96.6667,-0.65894,0.090784,0.42556,0.038653,NM_001271164,PTGS1,29.41,12.41,1.25
22709,Zfp51,213.6667,499.3333,201.3333,-0.45158,0.2511,0.01695,0.92624,NM_001008401,ZNF761,4.97,2.44,1.03
66421,2410004B18Rik,221,373,215.3333,-0.0068679,0.98922,-0.030208,0.88055,NM_198077,C1orf52,8.51,1.92,2.15
15904,Id4,42.3333,56.6667,45,0.29436,0.56708,-0.14782,0.66967,NM_001546,ID4,1.02,0.41,1.33
230082,Nol6,1063.3333,1909,844.6667,-0.12455,0.66083,0.26133,0.051206,NM_139235,NOL6,8.01,3.15,1.35
18933,Prrx1,286.6667,1568,209,-1.7911,8.92e-07,0.38337,0.032967,NM_022716,PRRX1,17.09,4.92,1.8
235461,Fam63b,2019.3333,2615.6667,2042.6667,0.37106,0.18409,-0.082472,0.49144,NM_001040450,FAM63B,4.58,0.79,2.53
17199,Mc1r,0,0.33333,0,-1.6382,1,-Inf,1,NM_002386,MC1R,1.78,0.81,1.13
333639,Mamld1,487.3333,197.3333,404.6667,1.9716,2.9e-06,0.20411,0.24567,NM_005491,MAMLD1,6.28,2.87,1.13
54611,Pde3a,167.6667,120.6667,169,1.1814,0.0052436,-0.071319,0.77283,NM_000921,PDE3A,1.6,0.27,2.56
20482,Skil,1304.6667,2223,1249.3333,0.027327,0.94603,-0.01978,0.92699,NM_005414,SKIL,12.36,5.93,1.06
94242,Tinagl1,2169.3333,2333.6667,2472,0.53602,0.16057,-0.25293,0.043645,NM_001204415,TINAGL1,0.67,0.16,2.11
76007,Zmym2,1110.3333,2521.6667,1072.3333,-0.42236,0.1561,-0.017695,0.88652,NM_001190964,ZMYM2,4.6,0.81,2.5
21743,Inmt,378,1572,179.3333,-1.3788,0.00018909,1.0105,3.09e-06,NM_006774,INMT,2.15,0.22,3.3
245050,Fam198a,7.6667,56,13.3333,-2.1988,0.00045582,-0.87681,0.12611,NM_001129908,FAM198A,2.08,0.98,1.09
17258,Mef2a,974,1401,986.6667,0.19521,0.48811,-0.084309,0.48794,NM_005587,MEF2A,13.81,5.49,1.33
55988,Snx12,617.6667,1142.3333,619.6667,-0.16216,0.58662,-0.068827,0.61372,NM_001256187,SNX12,17.52,8,1.13
18046,Nfyc,856,909.6667,892,0.66309,0.028599,-0.12295,0.32623,NM_001142589,NFYC,9.69,3.17,1.61
20319,Sfrp2,148.3333,573.6667,48,-1.2999,0.0025995,1.5394,6.25e-05,NM_003013,SFRP2,6.1,2.94,1.06
11931,Atp1b1,794.6667,953,365,0.54363,0.37534,1.0277,0.00096524,NM_001677,ATP1B1,12.35,5.18,1.25
12667,Chrd,49,321,23,-2.089,0.0001142,1.0173,0.00083485,NM_003741,CHRD,0.68,0.26,1.4
16497,Kcnab1,13.3333,24.3333,16.6667,-0.14781,0.80583,-0.39484,0.40913,NM_003471,KCNAB1,0.98,0,12.73
18573,Pde1a,917.3333,1397,842.3333,0.032765,0.93467,0.061225,0.64054,NM_001258312,PDE1A,1.03,0.03,5.05
15234,Hgf,20,161,11.3333,-2.3112,3.7e-06,0.73968,0.082073,NM_001010932,HGF,1.37,0.31,2.14
211329,Ncoa7,631.3333,1068,641.6667,0.0058319,0.98715,-0.073198,0.76402,NM_001199622,NCOA7,19.48,2.15,3.18
13430,Dnm2,2286.6667,4767.6667,2187.6667,-0.32512,0.23984,-0.004384,0.97214,NM_004945,DNM2,6.95,2.79,1.32
57441,Gmnn,786.6667,260.6667,922.6667,2.3514,3.64e-11,-0.28823,0.079849,NM_015895,GMNN,11.27,4.64,1.28
15500,Hsf2,263.3333,380.3333,268,0.19634,0.59006,-0.092684,0.58739,NM_004506,HSF2,3.82,1.37,1.48
78286,Nav2,698,161.3333,548,2.8457,5.72e-12,0.26446,0.32937,NM_145117,NAV2,5.67,0.28,4.36
109624,Cald1,867.3333,2917,849.6667,-1.0812,0.0011694,-0.042422,0.74484,NM_004342,CALD1,74.23,34.93,1.09
29811,Ndrg2,9820.6667,4431.6667,9805.3333,1.792,3.95e-06,-0.058887,0.64,NM_201538,NDRG2,6.09,0.31,4.28
64082,Popdc2,609,299.3333,492.3333,1.6869,2.83e-05,0.24704,0.10472,NM_022135,POPDC2,0.96,0.33,1.53
24099,Tnfsf13b,18,257,13.3333,-3.0417,7.09e-08,0.35914,0.42713,NM_006573,TNFSF13B,1.86,0.85,1.13
75725,Phf14,477,1256.3333,408.6667,-0.63282,0.049929,0.15541,0.27155,NM_014660,PHF14,2.46,1.16,1.09
67724,Pop1,70.3333,227,77.3333,-0.93064,0.030666,-0.19922,0.41901,NM_015029,POP1,4.91,1.16,2.08
58250,Chst11,995,943.3333,956.6667,0.74462,0.032715,7.3417e-05,1,NM_001173982,CHST11,10.3,4.83,1.09
16149,Cd74,2777,30812.6667,2222,-2.6797,1.73e-12,0.25428,0.038965,NM_001025159,CD74,2.92,0.53,2.46
71986,Ddx28,394.6667,456,333.3333,0.4976,0.15453,0.1765,0.27572,NM_018380,DDX28,4.78,2.36,1.02
70351,Ppp4r1,715.3333,1556.6667,593.3333,-0.38963,0.17657,0.19865,0.18302,NM_005134,PPP4R1,13.28,6.09,1.12
55994,Smad9,32.3333,36.3333,23.3333,0.53644,0.34328,0.41732,0.25803,NM_001127217,SMAD9,2.32,0,13.45
16000,Igf1,1941.3333,8436.6667,1183.6667,-1.4864,0.00018344,0.63823,0.00067704,NM_000618,IGF1,3.26,0.48,2.75
104001,Rtn1,18.3333,266.6667,14.3333,-3.0399,3.22e-06,0.27934,0.56036,NM_206852,RTN1,1.4,0.47,1.58
232288,Frmd4b,273.6667,1165.6667,180.3333,-1.3736,1.42e-05,0.53188,0.0015402,NM_015123,FRMD4B,0.68,0.3,1.17
21821,Ift88,141,279.6667,134,-0.30323,0.45569,0.0024444,1,NM_006531,IFT88,2.57,1.09,1.24
72061,2010111I01Rik,137,192,108,0.26829,0.53118,0.27828,0.2155,NM_032823,C9orf3,2.6,1.06,1.3
239652,Zfp641,262.6667,193.3333,283.3333,1.0645,0.040389,-0.16171,0.48549,NM_001172682,ZNF641,3.49,1.56,1.16
227541,Camk1d,87,1232.6667,60.6667,-3.0248,2.06e-10,0.44595,0.067169,NM_153498,CAMK1D,2.34,1.04,1.17
23871,Ets1,1436,13023.3333,1488,-2.3592,1.64e-06,-0.11946,0.33617,NM_001162422,ETS1,37.18,14.73,1.34
215201,Trmt2b,2098,1093,2242,1.6837,5.68e-09,-0.15995,0.19379,NM_024917,TRMT2B,0.91,0.21,2.08
100038417,Spink13,0,1.6667,0,-3.5118,0.15944,-Inf,1,NM_001040129,SPINK13,6.09,0.24,4.68
19736,Rgs4,252.6667,338,231.6667,0.26555,0.49593,0.059338,0.73165,NM_001113380,RGS4,3.98,0.8,2.32
12419,Cbx5,2371.3333,3714.3333,2240.6667,0.061111,0.82713,0.0097186,0.9401,NM_001127321,CBX5,20.78,9.97,1.06
208194,Exog,65.3333,262.3333,61.6667,-1.2349,0.0058187,0.023422,0.95401,NM_005107,EXOG,3.86,1.77,1.12
19133,Prph2,0,0,0,Inf,1,-Inf,1,NM_000322,PRPH2,1.63,0.75,1.12
12660,Chka,240,477.6667,227.3333,-0.20851,0.62448,0.012016,0.95957,NM_001277,CHKA,7.56,2.38,1.67
218543,Srek1,759.6667,1683.6667,790.6667,-0.4112,0.14845,-0.12405,0.33411,NM_001270492,SREK1,5.93,2.61,1.18
76080,Ttpal,495.6667,2349.6667,439,-1.4649,5.19e-05,0.097213,0.56519,NM_001039199,TTPAL,11.76,2.1,2.49
22791,Dnajc2,509,1355.3333,469.3333,-0.63636,0.065918,0.046198,0.74514,NM_001129887,DNAJC2,18.14,4.78,1.92
20296,Ccl2,9.3333,107.3333,8.6667,-2.7418,8.79e-07,0.04114,1,NM_005408,CCL13,9.89,4.49,1.14
14420,Galc,770,750.3333,769,0.71905,0.030797,-0.063185,0.62832,NM_000153,GALC,2.97,0,10.75
225443,Gm94,0,0,0,Inf,1,-Inf,1,NM_206966,C5orf46,2.28,0.21,3.48
94226,S1pr5,102.6667,18.3333,125.6667,3.2512,1.91e-09,-0.35802,0.087175,NM_030760,S1PR5,0.86,0.31,1.47
15901,Id1,1235.6667,833.6667,1146.3333,1.2032,0.002435,0.033134,0.85041,NM_181353,ID1,10.96,1.62,2.76
72323,Asb6,340.6667,760,299.6667,-0.39514,0.25608,0.12143,0.47166,NM_017873,ASB6,5.17,1.9,1.44
70834,Spag9,5339.6667,6894.3333,5328,0.32735,0.25621,-0.063101,0.59329,NM_001251971,SPAG9,8.66,3.43,1.34
15465,Hrh1,7.3333,49.6667,4.6667,-2.0794,0.0012188,0.5803,0.32498,NM_001098212,HRH1,5.37,1.62,1.73
67139,Mis12,504.6667,969,455.3333,-0.19021,0.55544,0.075495,0.6121,NM_001258218,MIS12,4.88,1.72,1.5
328234,Rnf182,109,5,199.6667,5.1419,9.29e-18,-0.93388,8.79e-06,NM_001165033,RNF182,1.54,0.52,1.56
319565,Syne2,4408,4462.6667,4075,0.62764,0.08028,0.045918,0.72315,NM_015180,SYNE2,3.2,0.53,2.59
545622,Ptpn3,154.6667,339.6667,77.3333,-0.42961,0.27317,0.93693,3.55e-05,NM_002829,PTPN3,3.72,1.65,1.17
18003,Nedd9,239.6667,2887.6667,293.6667,-2.7957,7.35e-10,-0.37868,0.1542,NM_001271033,NEDD9,13.86,2.16,2.68
13605,Ect2,20,171,15.6667,-2.2814,7.82e-05,0.29041,0.4901,NM_001258315,ECT2,5.44,2.28,1.26
214791,Sertad4,42.6667,106.3333,23.6667,-0.63052,0.2079,0.77782,0.023484,NM_019605,SERTAD4,2.88,1.18,1.29
434234,2610020H08Rik,326.3333,470,325.6667,0.18222,0.60282,-0.063788,0.68267,NM_001144924,LOC81691,0.72,0,10.29
12448,Ccne2,31.6667,59,37.6667,-0.18351,0.70503,-0.32355,0.30955,NM_057749,CCNE2,11.43,5.67,1.01
13120,Cyp4b1,969,2027.6667,916.6667,-0.38076,0.22867,0.017785,0.89478,NM_000779,CYP4B1,37.4,1.86,4.33
77220,Tmem200a,5,2.6667,7,1.5595,0.06339,-0.54303,0.47865,NM_001258276,TMEM200A,3.22,1.37,1.23
14066,F3,2369,758.3333,2890.6667,2.3104,3.79e-11,-0.35201,0.0047024,NM_001178096,F3,20.42,8.1,1.33
97064,Wwtr1,1918.6667,3031.3333,1849.3333,-0.021731,0.9544,-0.014149,0.91032,NM_001168280,WWTR1,12.29,5.19,1.25
12661,Chl1,72.3333,162.3333,60,-0.45422,0.31072,0.20461,0.50084,NM_001253388,CHL1,0.68,0,7.62
11518,Add1,2663.6667,6371.3333,2518.6667,-0.50715,0.072752,0.016298,0.89247,NM_014190,ADD1,1.31,0,10.74
109593,Lmo3,0,0,0.33333,Inf,1,-1.8996,1,NM_018640,LMO3,4.81,0.65,2.88
66665,Msantd3,263,203.6667,267.6667,1.0181,0.030876,-0.085693,0.64018,NM_001198806,MSANTD3,27.75,6.38,2.12
223332,Ranbp3l,26.3333,37.3333,38.6667,0.16938,0.77074,-0.61867,0.066326,NM_145000,RANBP3L,3.56,0.75,2.25
69181,Dyrk2,540.6667,1064.6667,563.3333,-0.22674,0.47502,-0.1315,0.40785,NM_006482,DYRK2,2.86,1.02,1.49
22791,Dnajc2,509,1355.3333,469.3333,-0.63636,0.065918,0.046198,0.74514,NM_014377,DNAJC2,29.13,10.02,1.54
68095,Ociad1,4104,4495.6667,3935.3333,0.57892,0.037092,-0.0076669,0.94902,NM_001168254,OCIAD1,9.43,0,11.47
239096,Cdh24,8,89.3333,16.3333,-2.6587,0.00065439,-1.0936,0.023893,NM_144985,CDH24,1.44,0.51,1.51
319582,6430573F11Rik,149,88,169.6667,1.4685,0.0011291,-0.24006,0.33017,NM_020844,KIAA1456,1.21,0.56,1.1
57773,Wdr4,613,735.6667,630.6667,0.49325,0.12261,-0.10599,0.42139,NM_033661,WDR4,3.65,1.56,1.23
13421,Dnase1l3,21.3333,1883,17.6667,-5.6147,4.8e-13,0.21366,0.65153,NM_004944,DNASE1L3,2.25,0.36,2.66
99311,Commd7,538,1143.6667,463.6667,-0.34495,0.25923,0.14647,0.26937,NM_001099339,COMMD7,2.41,0,11
320705,Bend6,3.6667,21,2.6667,-1.7293,0.019021,0.36603,0.68921,NM_152731,BEND6,1.05,0.48,1.14
266614,Ly6g5b,2.3333,37.3333,5.6667,-3.1279,0.00079176,-1.3107,0.10964,NM_021221,LY6G5B,5.68,2.76,1.04
70315,Hdac8,145,258.6667,169,-0.084145,0.83427,-0.28475,0.18295,NM_018486,HDAC8,7.66,3.58,1.1
94246,Arid4b,811.3333,2323.3333,747,-0.73624,0.028385,0.049255,0.7074,NM_016374,ARID4B,2.27,0.79,1.52
56275,Rbm14,486.3333,942,496.3333,-0.20547,0.52208,-0.09973,0.48811,NM_006328,RBM14,7.58,3.69,1.04
217721,Mfsd7c,10.3333,48.6667,7,-1.5715,0.01068,0.48253,0.38384,NM_017791,FLVCR2,3.93,1.92,1.03
18162,Npr3,2484.3333,13785,2340.3333,-1.8439,4.48e-05,0.029122,0.8761,NM_001204375,NPR3,6.63,1.33,2.31
18044,Nfya,535.3333,1708.6667,557,-0.88775,0.013726,-0.12806,0.35031,NM_021705,NFYA,3.56,0.71,2.33
230721,Pabpc4,2665,2110.6667,2764,1.0536,0.00016847,-0.11735,0.33065,NM_003819,PABPC4,23.42,11.59,1.01
207214,Larp4,2990,2519,2952,0.97308,0.00045366,-0.049462,0.67863,NM_199188,LARP4,10.64,1.67,2.68
26465,Zfp146,884.6667,1248.6667,838,0.25524,0.39642,0.0091571,0.94586,NM_007145,ZNF146,4.76,1.38,1.79
12703,Socs1,14,229.6667,11.3333,-3.1958,3.57e-06,0.23772,0.65037,NM_003745,SOCS1,2.66,1.28,1.05
73102,Slc22a23,1677.3333,1291.3333,1399,1.0227,0.006662,0.18827,0.28489,NM_021945,SLC22A23,3.49,1.47,1.24
66787,Gskip,462,730.3333,428.3333,0.056038,0.86174,0.044717,0.75263,NM_001271906,GSKIP,6.1,2.38,1.36
109593,Lmo3,0,0,0.33333,Inf,1,-1.8996,1,NM_001243611,LMO3,1.47,0.27,2.42
399510,Map4k5,617.3333,1012,573,-0.012127,0.97005,0.043299,0.74934,NM_198794,MAP4K5,0.79,0,9.63
70503,Ddo,1868.6667,474.3333,1846.6667,2.5984,2.08e-09,-0.050618,0.69369,NM_004032,DDO,2.98,0.9,1.73
320165,Tacc1,5357.6667,7558.3333,5514.6667,0.19442,0.51359,-0.10276,0.43405,NM_001146216,TACC1,24.51,9.15,1.42
240660,Slc35g1,224,575.3333,210.3333,-0.64822,0.081809,0.016847,0.95248,NM_001134658,SLC35G1,1.86,0.2,3.21
108841,Rdh13,1235,552.6667,1269,1.8593,4.79e-09,-0.098353,0.47379,NM_001145971,RDH13,2.65,1.23,1.11
70054,Ccdc89,8,13.3333,5.3333,-0.018755,1,0.50967,0.34075,NM_152723,CCDC89,0.97,0.43,1.16
15423,Hoxc4,42,133.3333,222,-0.99004,0.052619,-2.4589,2.08e-25,NM_153633,HOXC4,6.46,0.85,2.93
64103,Tnmd,1.6667,1.3333,2.6667,0.91066,0.64358,-0.74705,0.68145,NM_022144,TNMD,1.15,0.46,1.34
407800,Ecm2,481.3333,833.3333,488.6667,-0.12697,0.72869,-0.088954,0.52936,NM_001197295,ECM2,12.87,2.78,2.21
14368,Fzd6,308,375,352,0.41004,0.27075,-0.25512,0.16618,NM_001164616,FZD6,6.68,0.88,2.93
26428,Orc4,636,1067.6667,642.6667,-0.0012614,0.99879,-0.087389,0.51594,NM_001190882,ORC4,3.38,0,9.71
71720,Osbpl3,57.6667,458.3333,53.3333,-2.1742,4.57e-05,0.052021,0.84772,NM_015550,OSBPL3,4.95,0.58,3.1
14936,Gys1,6642.6667,3810.3333,6058.3333,1.4457,8.44e-05,0.065309,0.57442,NM_001161587,GYS1,5.64,1.35,2.06
106869,Tnfaip8,1305.3333,2432,1084,-0.14947,0.60911,0.19483,0.16479,NM_014350,TNFAIP8,8.53,4.21,1.02
217721,Mfsd7c,10.3333,48.6667,7,-1.5715,0.01068,0.48253,0.38384,NM_001195283,FLVCR2,3.91,1.76,1.15
77220,Tmem200a,5,2.6667,7,1.5595,0.06339,-0.54303,0.47865,NM_001258277,TMEM200A,2.99,0.49,2.61
13390,Dlx1,1,0.66667,1.3333,1.1452,0.42303,-0.43728,1,NM_001038493,DLX1,2.74,0.45,2.61
16563,Kif2a,561.6667,1019.3333,551.6667,-0.10395,0.74211,-0.040366,0.7666,NM_001243953,KIF2A,8.3,3.82,1.12
75141,Rasd2,43,62,14.6667,0.22995,0.708,1.4512,0.0018762,NM_014310,RASD2,1.01,0.46,1.13
242523,Dmrta1,2.3333,22.6667,0.33333,-2.4223,0.028945,2.3514,0.098911,NM_022160,DMRTA1,0.81,0.37,1.13
72567,Bclaf1,1489,4454,1518,-0.81225,0.007867,-0.092999,0.44857,NM_001077440,BCLAF1,5.68,1.27,2.17
12348,Car11,252.6667,98,237.3333,2.0754,6.72e-07,0.02398,0.91132,NM_001217,CA11,1.94,0.89,1.13
107371,Exoc6,815.6667,1301,916.3333,0.055714,0.84739,-0.23141,0.06494,NM_001013848,EXOC6,2.49,0.51,2.3
26572,Cops3,1589,1312.3333,1497.6667,0.98246,0.00062501,0.017009,0.88954,NM_001199125,COPS3,16.03,1.94,3.05
15288,Hmbs,1224.6667,937.6667,1179.6667,1.073,0.00047662,-0.014407,0.9114,NM_001258208,HMBS,2.23,0,11.05
218543,Srek1,759.6667,1683.6667,790.6667,-0.4112,0.14845,-0.12405,0.33411,NM_139168,SREK1,4.57,0.66,2.79
108100,Baiap2,289.6667,823.6667,225,-0.81281,0.017675,0.30147,0.10176,NM_017450,BAIAP2,1.99,0.83,1.26
68794,Flnc,350.6667,137.3333,144.6667,1.9956,7e-05,1.2041,0.0015133,NM_001458,FLNC,11.89,5.66,1.07
13175,Dclk1,46.6667,1123,36,-3.7915,1.32e-13,0.29768,0.387,NM_001195430,DCLK1,6.76,2.03,1.74
75553,Zc3h14,1818,1848.6667,1796,0.70935,0.0112,-0.047766,0.69937,NM_207661,ZC3H14,12.4,5.05,1.3
14675,Gna14,8.6667,17.6667,5,-0.31721,0.64312,0.70218,0.23684,NM_004297,GNA14,1.13,0.55,1.04
51869,Rif1,479.6667,1924.3333,487,-1.2101,0.00083679,-0.087154,0.56008,NM_001177665,RIF1,3.54,1.36,1.38
14211,Smc2,142.6667,867.3333,139.6667,-1.8083,5.57e-05,-0.03346,0.89304,NM_001042550,SMC2,4.21,2.07,1.03
78833,Gins3,32.6667,211.3333,39,-1.8944,0.0011157,-0.33032,0.29699,NM_001126130,GINS3,4.76,2.15,1.14
12797,Cnn1,50,36.6667,69.3333,1.1258,0.03525,-0.54866,0.081483,NM_001299,CNN1,1.03,0.43,1.25
18514,Pbx1,676.6667,1372,610.3333,-0.33742,0.28343,0.079462,0.53595,NM_001204963,PBX1,5.01,1.62,1.62
16331,Inpp5d,195.3333,3269,178,-3.2525,6.79e-11,0.062232,0.75822,NM_005541,INPP5D,1.28,0.55,1.23
19224,Ptgs1,136.3333,351.6667,96.6667,-0.65894,0.090784,0.42556,0.038653,NM_001271367,PTGS1,17.63,5.33,1.73
58198,Sall1,3.3333,4,0.66667,0.43546,0.63825,2.0762,0.057493,NM_002968,SALL1,4.54,0.07,5.98
15115,Hars,1096,1491.6667,1005.6667,0.28325,0.31338,0.055942,0.65112,NM_001258040,HARS,11.4,3.67,1.64
22215,Ube3a,1327.6667,1906.3333,1358,0.20175,0.46957,-0.098169,0.41827,NM_130839,UBE3A,5.64,2.57,1.13
24015,Abce1,2272.6667,3240,2177,0.24239,0.40044,-0.0071889,0.95406,NM_001040876,ABCE1,25.29,7.04,1.85
73754,Thap1,201.6667,287.6667,230.3333,0.2294,0.55007,-0.2588,0.13853,NM_199003,THAP1,1.17,0,9.65
238377,Gpr68,14,687.3333,18.3333,-4.7725,2.96e-10,-0.45712,0.27144,NM_003485,GPR68,1.24,0.24,2.39
26466,Zfp260,1101,1754.3333,1068.6667,0.075519,0.79367,-0.027579,0.82552,NM_001166037,ZNF260,3.31,1.48,1.16
170826,Ppargc1b,1742.3333,262,2045,3.4449,2.69e-26,-0.28918,0.038958,NM_001172698,PPARGC1B,1.18,0.5,1.24
228662,Btbd3,1157.3333,930.3333,1188.3333,0.98732,0.0024725,-0.10589,0.38975,NM_014962,BTBD3,2.03,0.35,2.53
12801,Cnr1,4.6667,214.6667,6.6667,-4.8619,1.22e-12,-0.58192,0.38644,NM_001160226,CNR1,4.95,1.16,2.09
224585,Zfp160,345,829.3333,325,-0.51059,0.13374,0.01542,0.93504,NM_033288,ZNF160,3.83,1.54,1.32
72565,Uaca,1121.6667,1943,1167.3333,-0.13179,0.70675,-0.11928,0.41289,NM_001008224,UACA,1.88,0.25,2.93
66671,Ccnh,488,691.3333,491,0.22878,0.4683,-0.073799,0.59461,NM_001199189,CCNH,5.09,1.3,1.97
78749,Filip1l,423.3333,3245.6667,471.3333,-2.1386,1.84e-07,-0.22381,0.17074,NM_014890,FILIP1L,14.77,7.02,1.07
233908,Fus,1979,5081.3333,1921,-0.60793,0.034714,-0.025394,0.83544,NM_001170634,FUS,8.12,1.88,2.11
109294,Prex2,4736,2488.6667,4785,1.5556,0.00012962,-0.083043,0.49032,NM_024870,PREX2,1.86,0.51,1.87
18139,Zfml,1206.3333,3664.6667,1073.6667,-0.84896,0.0039639,0.096074,0.51032,NM_001014972,ZNF638,20,6.53,1.61
13800,Enah,305.3333,223.6667,303,1.13,0.00473,-0.057569,0.71711,NM_001008493,ENAH,2.16,0.61,1.83
11593,Aga,715.6667,839.6667,748.6667,0.44293,0.18862,-0.13151,0.2902,NM_001171988,AGA,0.74,0,10.55
56295,Higd1a,2035,1018,2040,1.6789,1.47e-07,-0.071583,0.55583,NM_001099669,HIGD1A,1.26,0,9.54
218977,Dlgap5,5,161,6.3333,-4.1726,1.35e-08,-0.40341,0.65691,NM_014750,DLGAP5,6.29,1.89,1.74
102103,Mtus1,4607.6667,3641.3333,4493.6667,0.98271,0.0074637,-0.028227,0.81737,NM_001001925,MTUS1,1.13,0.36,1.64
74143,Opa1,7254.6667,3324.6667,7229,1.8133,4.31e-09,-0.058712,0.62239,NM_130836,OPA1,8.04,4.01,1
72147,Zbtb46,348,480.6667,386.6667,0.25771,0.45227,-0.21948,0.13339,NM_025224,ZBTB46,1.34,0.63,1.08
