ID,Gene Symbol,ENTREZ_GENE_ID
1435449_at,Bcl2l11,12125
1435450_at,Cpne3,70568
1435451_at,Helq,191578
1435452_at,Slc35g1,240660
1435453_at,A930011O12Rik,268755
1435454_a_at,Helz2,229003
1435455_at,Iffo2,212632
1435456_at,Ttc28,209683
1435457_at,Pdzd4,245469
1435458_at,Pim1,18712
1435459_at,Fmo2,55990
1435460_at,Prkg2,19092
1435461_at,Magi3,99470
1435462_at,Plcxd2,433022
1435463_s_at,Myo1d,338367
1435464_at,Smim14,68552
1435465_at,Kbtbd11,74901
1435466_at,Sarm1,237868
1435467_at,Fgd6,13998
1435468_at,B3gnt9,97440
1435469_at,Qsox2,227638
1435470_at,LOC101056118,101056118
1435471_at,Zfp708,432769
1435472_at,Kremen1,84035
1435473_at,Ppp1r26,241289
1435474_at,Taf5,226182
1435475_at,Lman2l,214895
1435476_a_at,Fcgr2b,14130
1435477_s_at,Fcgr2b,14130
1435478_at,Wdr26,226757
1435479_at,Bmp7,12162
1435480_at,Braf,109880
1435481_at,Zfp653,319601
1435482_at,Fibcd1,98970
1435483_x_at,Slc25a32,69906
1435484_at,Slc5a3,53881
1435485_at,Emc1,230866
1435486_at,Pak3,18481
1435487_at,Grid2,14804
1435488_at,Mthfd2l,665563
1435489_at,Rnf130,59044
1435490_at,Hk3,212032
1435491_at,Zfp963,620419
1435492_at,Socs6,54607
1435493_at,Dsp,109620
1435494_s_at,Dsp,109620
1435495_at,Adora1,11539
1435496_at,Fam213a,70564
1435497_at,Ticrr,77011
1435498_at,Arfip2,76932
1435499_at,Letm2,270035
1435500_at,Rab26,328778
1435501_at,Atg2b,76559
1435502_a_at,Brdt,114642
1435503_at,Ap5z1,231855
1435504_at,Clip4,78785
1435505_at,Dmwd,13401
1435506_at,Cdkl3,213084
1435507_x_at,Prss2,22072
1435508_x_at,Sf3b6,66055
1435509_x_at,Cdk2ap1,13445
1435510_at,Ppm1h,319468
1435511_at,Syn2,20965
1435512_at,Ccdc184,239650
1435513_at,Htr2c,15560
1435514_at,Lztfl1,93730
1435515_at,,
1435516_x_at,Rtel1,269400
1435517_x_at,Ralb,64143
1435518_at,Rap1b,215449
1435519_at,Rap1b,215449
1435520_at,Msi2,76626
1435521_at,Msi2,76626
1435522_a_at,Ost4,67695
1435523_s_at,2700089E24Rik,381820
1435524_at,Snhg8,69895
1435525_at,Kctd17,72844
1435526_at,Tor1aip2,240832
1435527_at,Nfic,18029
1435528_at,Dnlz,52838
1435529_at,Gm14446,667373
1435530_at,Camsap1,227634
1435531_at,Usp3,235441
1435532_at,Rimklb,108653
1435533_s_at,Rimklb,108653
1435534_a_at,Tomm20,67952
1435535_at,Depdc5,277854
1435536_at,Ddi2,68817
1435537_at,Ptprd,19266
1435538_at,0610030E20Rik,68364
1435539_at,Htt,15194
1435540_at,Irgq,210146
1435541_at,Btc,12223
1435542_s_at,Cttnbp2nl,80281
1435543_at,Apc,11789
1435544_at,Aars /// Exosc6,72544 /// 234734
1435545_at,Gltscr1l,210982
1435546_a_at,1810013L24Rik,69053
1435547_at,Mkl2,239719
1435548_at,Mrs2,380836
1435549_at,Trpm4,68667
1435550_at,Kmt2d,381022
1435551_at,Fhod3,225288
1435552_at,Otud7b,229603
1435553_at,Pdzd2,68070
1435554_at,Tmcc3,319880
1435555_at,Pou2f1,18986
1435556_at,Zfp597,71063
1435557_at,Fhod1,234686
1435558_at,Bai2,230775
1435559_at,Myo6,17920
1435560_at,Itgal,16408
1435561_at,Erf,13875
1435562_at,Pdzd8,107368
1435563_at,Mrps5,77721
1435564_at,Neurl1b,240055
1435565_at,Vps29,56433
1435566_s_at,Araf,11836
1435567_at,Phka1,18679
1435568_at,Ttc37,218343
1435569_at,D630029K05Rik,103175
1435570_s_at,D630029K05Rik,103175
1435571_at,Mpzl3,319742
1435572_at,2310014L17Rik,381845
1435573_at,Otud5,54644
1435574_at,,
1435575_at,Kntc1,208628
1435576_at,AW413774,106046
1435577_at,Dab1,13131
1435578_s_at,Dab1,13131
1435579_at,,
1435580_at,Peak1,244895
1435581_at,Bace2,56175
1435582_at,Wdfy4,545030
1435583_at,,
1435584_at,A630033H20Rik,213438
1435585_at,Tceal7,100040972
1435586_at,Pcid2,234069
1435587_at,Pcid2,234069
1435588_at,Wdfy1,69368
1435589_at,Ccdc85b,240514
1435590_at,Dcun1d5,76863
1435591_at,AI426330,101563
1435592_at,Eif5b,226982
1435593_x_at,Rps7,20115
1435594_at,Atl2,56298
1435595_at,1810011O10Rik,69068
1435596_at,Gsap,212167
1435597_at,Atad5,237877
1435598_at,BB319198,100503607
1435599_at,Ccm2l,228788
1435600_s_at,Ccm2l,228788
1435601_at,Phlpp2,244650
1435602_at,Sephs2,20768
1435603_at,Sned1,208777
1435604_at,Trim37,68729
1435605_at,Actr3b,242894
1435606_at,Gal3st4 /// Gpc2,71951 /// 330217
1435607_at,Grm2,108068
1435608_at,Znrf3,407821
1435609_at,Trp53bp1,27223
1435610_at,Fam19a4,320701
1435611_x_at,Cela3b,67868
1435612_at,Opcml,330908
1435613_x_at,Cox5b,12859
1435614_s_at,Rasgrf1,19417
1435615_at,Zfp365,216049
1435616_at,Cyp20a1,77951
1435617_at,Camkmt,73582
1435618_at,Pnma2,239157
1435619_at,Phf21a,192285
1435620_at,Klhdc9 /// Pfdn2,18637 /// 68874
1435621_at,Far2,330450
1435622_at,Hs3st3a1,15478
1435623_at,Rnft2,269695
1435624_at,Kazn,71529
1435625_at,Entpd7,93685
1435626_a_at,Herpud1,64209
1435627_x_at,Marcksl1,17357
1435628_x_at,BC005512 /// F630007L15Rik /// Gm6958,192885 /// 629242 /// 641366
1435629_at,,
1435630_s_at,Acat2,110460
1435631_x_at,Exoc6 /// Sh3glb1,54673 /// 107371
1435632_at,Nufip2,68564
1435633_at,Pwwp2a,70802
1435634_at,Pcmtd1,319263
1435635_at,Pcmtd1,319263
1435636_at,Ago2,239528
1435637_at,Itfg1,71927
1435638_at,Gsk3a,606496
1435639_at,2610528A11Rik,70045
1435640_x_at,A130040M12Rik,319269
1435641_at,Mgat4a,269181
1435642_at,Prr18,320111
1435643_x_at,Gm1821 /// Ubb,22187 /// 218963
1435644_at,Sh3pxd2b,268396
1435645_at,Mmd,67468
1435646_at,Ikbkg,16151
1435647_at,Ikbkg,16151
1435648_at,Lrrn4,320974
1435649_at,Nexn,68810
1435650_at,Hapln4,330790
1435651_a_at,Smarcad1,13990
1435652_a_at,Gnai2,14678
1435653_at,Abhd2,54608
1435654_at,Ccdc14,239839
1435655_at,Rpl12,269261
1435656_at,Gmps,229363
1435657_at,Ston2,108800
1435658_at,Slc27a1,26457
1435659_a_at,Tpi1,21991
1435660_at,LOC664787,664787
1435661_at,Tmem237,381259
1435662_at,Nkap,67050
1435663_at,Esr1,13982
1435664_at,Zfp397,69256
1435665_at,Trim30d,209387
1435666_at,Mast3,546071
1435667_at,Rims1,116837
1435668_at,Fam120b,67544
1435669_at,Zfp532,328977
1435670_at,Tfap2b,21419
1435671_at,Mipol1,73490
1435672_at,3830612M24,330635
1435673_at,AI448005,98965
1435674_at,Rhobtb2,246710
1435675_at,Tbc1d12,209478
1435676_at,Cep164,214552
1435677_at,Pomgnt2,215494
1435678_at,Pantr1,66297
1435679_at,Optn,71648
1435680_a_at,Dpp7,83768
1435681_s_at,Ddx49,234374
1435682_at,Lars2,102436
1435683_a_at,Abcc5,27416
1435684_at,Abcc5,27416
1435685_x_at,Abcc5,27416
1435686_at,Fam149b,105428
1435687_at,Sv2b,64176
1435688_at,Gm19935,100503868
1435689_at,Ermard,381062
1435690_at,Knop1,66356
1435691_at,Hykk,235386
1435692_at,Kctd21,622320
1435693_at,Mall,228576
1435694_at,Arhgap26,71302
1435695_a_at,Ggct,110175
1435696_s_at,Srek1ip1,67288
1435697_a_at,Cytip,227929
1435698_at,Rictor,78757
1435699_at,Ppm1l,242083
1435700_at,Tln2,70549
1435701_at,Cyyr1,224405
1435702_s_at,Ywhae,22627
1435703_at,Ubash3b,72828
1435704_at,C920006O11Rik,320295
1435705_at,Zscan18,232875
1435706_at,Btbd9,224671
1435707_at,Nars2,244141
1435708_at,,
1435709_at,Ssr4,20832
1435710_at,AI661384,106930
1435711_at,AI480526 /// AI480526,
1435712_a_at,Rps18,20084
1435713_at,Mettl2,52686
1435714_x_at,Il17d,239114
1435715_x_at,Gm5806 /// Gm9855 /// Tdg,21665 /// 545124 /// 624784
1435716_x_at,Snrpn /// Snurf,20646 /// 84704
1435717_at,Slc30a7,66500
1435718_at,Ap3s2,11778
1435719_at,AI448984,100124
1435720_at,Kcnd3,56543
1435721_at,Kcnq4,60613
1435722_at,Gria4,14802
1435723_at,Gm9776,328309
1435724_at,Rfx8,619289
1435725_x_at,LOC102635048 /// LOC102635609 /// LOC102640707 /// Rpl12,269261 /// 102635048 /// 102635609 /// 102640707
1435726_at,Lima1,65970
1435727_s_at,Lima1,65970
1435728_at,Tyw3,209584
1435729_at,Lamtor2,83409
1435730_at,Cacna1c,12288
1435731_x_at,Prdx4,53381
1435732_x_at,Atp6v0c,11984
1435733_x_at,Rnaseh2c,68209
1435734_x_at,Dus1l,68730
1435735_x_at,Vimp,109815
1435736_x_at,Ift27,67042
1435737_a_at,Nde1,67203
1435738_x_at,Serf2,378702
1435739_at,Lats1,16798
1435740_at,Zmiz1,328365
1435741_at,Pde8b,218461
1435742_at,Smek1,68734
1435743_at,Klhl23,277396
1435744_at,Firre,103012
1435745_at,5031439G07Rik,223739
1435746_at,Srpk2,20817
1435747_at,Fgf14,14169
1435748_at,Gda,14544
1435749_at,Gda,14544
1435750_at,Gchfr,320415
1435751_at,Abcc9,20928
1435752_s_at,Abcc9,20928
1435753_a_at,Nucks1,98415
1435754_at,Zyg11b,414872
1435755_at,Cebpzos,68554
1435756_at,Samd10,229011
1435757_a_at,Uqcrc2,67003
1435758_at,B4galt6,56386
1435759_at,Ctps2,55936
1435760_at,Csta1,209294
1435761_at,BC100530 /// Stfa1,20861 /// 100034684
1435762_at,Pacs1,107975
1435763_at,Tbc1d16,207592
1435764_a_at,Gemin7,69731
1435765_at,E130114P18Rik,319865
1435766_at,Pphln1,223828
1435767_at,Scn3b,235281
1435768_at,Arid4b,94246
1435769_at,Akap9,100986
1435770_at,Tmx4,52837
1435771_at,Plcb4,18798
1435772_at,Kif21b,16565
1435773_at,Parpbp,75317
1435774_at,LOC106740 /// Phf10,72057 /// 106740
1435775_at,Clock,12753
1435776_at,2310009B15Rik,69549
1435777_at,Itpripl2,319622
1435778_at,Ankrd11,77087
1435779_at,Cntrl,26920
1435780_at,Psd,73728
1435781_at,Cand1,71902
1435782_at,Gm12617 /// Gm4802,216818
1435783_at,Fam169a,320557
1435784_at,Atg9a,245860
1435785_at,Ehd2,259300
1435786_at,Klhl12,240756
1435787_at,Ppm1l,242083
1435788_at,Actr10,56444
1435789_x_at,,
1435790_at,Olfm2,244723
1435791_x_at,Gm10362 /// LOC101056140 /// LOC102641612 /// Rpl17 /// Rpl17-ps10 /// Rpl17-ps9,319195 /// 100040929 /// 100042880 /// 100043872 /// 101056140 /// 102641612
1435792_at,Csprs /// Gm15433 /// Gm2666 /// Gm7609 /// LOC100041903 /// LOC100503923,114564 /// 665378 /// 100040213 /// 100041903 /// 100503433 /// 100503923
1435793_at,Aph1b,208117
1435794_at,5031425E22Rik,269630
1435795_at,Tmppe,100504715
1435796_at,Wscd2,320916
1435797_at,Ept1,28042
1435798_a_at,Sugp2,234373
1435799_at,Sugp2,234373
1435800_a_at,Ybx3,56449
1435801_at,Fktn,246179
1435802_at,Zbtb45,232879
1435803_a_at,Eif4e2,26987
1435804_at,Eif4e2,26987
1435805_at,Lin7a,108030
1435806_at,Utp23,78581
1435807_at,Cdc42,12540
1435808_at,Iba57,216792
1435809_at,Ankrd34a,545554
1435810_at,Fra10ac1,70567
1435811_a_at,Unc50,67387
1435812_at,Unc50,67387
1435813_at,Mypn,68802
1435814_at,Xpo7,65246
1435815_at,Ldoc1,434784
1435816_at,LOC102643254 /// Rps6 /// Rps6-ps4,20104 /// 667739 /// 102643254
1435817_x_at,LOC102643254 /// Rps6 /// Rps6-ps4,20104 /// 667739 /// 102643254
1435818_at,Klhl15,236904
1435819_at,,
1435820_x_at,Ddr1,12305
1435821_s_at,Ppp1r8,100336
1435822_at,D830012I24Rik,320070
1435823_x_at,Egfl7,353156
1435824_at,Yy1,22632
1435825_at,Acvrl1,11482
1435826_at,Rad18,58186
1435827_at,4933404O12Rik,66752
1435828_at,LOC102641248 /// Maf,17132 /// 102641248
1435829_at,Zmat1,215693
1435830_a_at,5430435G22Rik,226421
1435831_at,Upk1b,22268
1435832_at,Lrrc4,192198
1435833_at,,
1435834_at,Fancf,100040608
1435835_at,Mks1,380718
1435836_at,Pdk1,228026
1435837_at,Cryab,12955
1435838_at,Agxt2,268782
1435839_at,Gm7694,665574
1435840_x_at,BC147527,625360
1435841_s_at,Suclg2,20917
1435842_at,Nat8l,269642
1435843_x_at,Mrps9,69527
1435844_at,A330009N23Rik,380977
1435845_at,,
1435846_x_at,,
1435847_at,Cdc42bpa,226751
1435848_at,D430041D05Rik,241589
1435849_at,Jakmip3,74004
1435850_at,Xkr4,497097
1435851_at,Lgi1,56839
1435852_at,Spred3,101809
1435853_at,Cyp2d12,380997
1435854_at,Opalin,226115
1435855_x_at,Aldh18a1,56454
1435856_x_at,Smarcb1,20587
1435857_s_at,Aplp1,11803
1435858_at,Tmem215,320500
1435859_x_at,Psmc2,19181
1435860_at,Slc5a6,330064
1435861_at,Ppfia1,233977
1435862_at,Son,20658
1435863_at,Commd6,66200
1435864_a_at,Coa6,67892
1435865_at,Hist3h2a /// Trim17,56631 /// 319162
1435866_s_at,Hist3h2a,319162
1435867_at,Kdm7a,338523
1435868_at,Ankrd13c,433667
1435869_s_at,Ap2a2,11772
1435870_at,Chpt1,212862
1435871_at,Elavl3,15571
1435872_at,,
1435873_a_at,Gm11478 /// Rpl13a,22121 /// 100504632
1435874_at,Prkab2,108097
1435875_at,Prkab2,108097
1435876_at,Gm6600,625558
1435877_at,Stk38l,232533
1435878_at,Stk38l,232533
1435879_at,Akt3,23797
1435880_at,Ankrd50,99696
1435881_at,Pcbp2,18521
1435882_at,Ubap2l,74383
1435883_at,Tango6,272538
1435884_at,Itsn1,16443
1435885_s_at,Itsn1,16443
1435886_at,Dnajb12,56709
1435887_at,Serpina11,380780
1435888_at,Egfr,13649
1435889_at,Mark2,13728
1435890_at,Atl3,109168
1435891_x_at,2610021A01Rik /// 2610021A01Rik,
1435892_at,Asxl3,211961
1435893_at,Vldlr,22359
1435894_at,,
1435895_at,Lsamp,268890
1435896_at,Sfxn2,94279
1435897_at,Gm6251 /// Rpl32,19951 /// 621697
1435898_x_at,Gdi2,14569
1435899_at,Kdsr,70750
1435900_at,Zbtb43,71834
1435901_at,Usp40,227334
1435902_at,Nudt18,213484
1435903_at,Cd300a,217303
1435904_at,Ago3,214150
1435905_at,Supt20,56790
1435906_x_at,Gbp2,14469
1435907_at,Nrxn2,18190
1435908_at,Gm14964,100008567
1435909_at,C030034I22Rik,77533
1435910_at,Fads3,60527
1435911_s_at,Slc2a12,353169
1435912_at,Ubxn7,224111
1435913_at,B4galnt4,330671
1435914_at,Ncor1,20185
1435915_at,Jmjd4,194952
1435916_at,Zfp84,74352
1435917_at,Ociad2,433904
1435918_at,Fam107a,268709
1435919_at,Atp1a1,11928
1435920_x_at,Atp1a1,11928
1435921_at,Atxn1l,52335
1435922_at,Fbxl19,233902
1435923_at,Ado,211488
1435924_at,Tfb1m,224481
1435925_at,Git2,26431
1435926_at,Chml,12663
1435927_at,Dennd3,105841
1435928_at,6430548M08Rik,234797
1435929_at,9630033F20Rik,319801
1435930_at,Scaper,244891
1435931_at,,
1435932_at,Hps6,20170
1435933_at,Scn2a1,110876
1435934_at,Ndufab1,70316
1435935_at,2410131K14Rik,76792
1435936_at,Slc13a5,237831
1435937_at,Sptlc2,20773
1435938_at,Ckap2l,70466
1435939_s_at,Hepacam2,101202
1435940_at,Dclk1,13175
1435941_at,Rhbdl3,246104
1435942_at,Kcnq2,16536
1435943_at,Dpep1,13479
1435944_s_at,Cenpb,12616
1435945_a_at,Kcnn4,16534
1435946_at,Sepsecs,211006
1435947_at,AB352356,
1435948_at,Tmem181a /// Tmem181b-ps /// Tmem181c-ps,77106 /// 547127 /// 100040525
1435949_at,Zc3h3,223642
1435950_at,Hr,15460
1435951_at,Grip1,74053
1435952_at,Tsc22d1,21807
1435953_at,Btaf1,107182
1435954_at,Zfp710,209225
1435955_at,Siglecg,243958
1435956_at,Frmd5,228564
1435957_at,B830032F12 /// Kcnq3,110862 /// 328545
1435958_at,LOC100135765 /// Pigb,55981 /// 100135765
1435959_at,Arhgap15,76117
1435960_at,Pnmal2,434128
1435961_at,Nat14,269854
1435962_at,LOC102643254 /// Rps6 /// Rps6-ps4,20104 /// 667739 /// 102643254
1435963_at,Sema5b,20357
1435964_a_at,Taok3,330177
1435965_at,Cnot3,232791
1435966_x_at,Mrpl13,68537
1435967_s_at,Hibadh,58875
1435968_at,Ptprn2,19276
1435969_at,Slx4,52864
1435970_at,Nlk,18099
1435971_at,Rims3,242662
1435972_at,Cast,12380
1435973_at,,
1435974_at,Arhgef9,236915
1435975_at,Dennd4a,102442
1435976_at,Gm13205 /// Gm13205,
1435977_at,Hdgfrp3,29877
1435978_at,Gmppa,69080
1435979_a_at,Myo15b,217328
1435980_x_at,Wnt6,22420
1435981_at,Nav2,78286
1435982_at,Stx12,100226
1435983_at,Gm20621 /// Gm20621,100502684
1435984_at,Zfp40,22700
1435985_at,,
1435986_x_at,Sdhc,66052
1435987_x_at,1110059G02Rik /// Sntb1,20649 /// 68786
1435988_x_at,Ik,24010
1435989_x_at,Krt8,16691
1435990_at,Adamts2,216725
1435991_at,Nr3c2,110784
1435992_at,Iqca,74918
1435993_at,Zkscan4,544922
1435994_at,Kcnh1,16510
1435995_at,Mrpl22,216767
1435996_at,Card11,108723
1435997_at,Spag8,433700
1435998_at,Ccnb1ip1,239083
1435999_at,Spink8,78709
1436000_a_at,Skp2,27401
1436001_at,Minos1,433771
1436002_at,Scube3,268935
1436003_at,,
1436004_at,Usp27x,54651
1436005_at,Sugp2,234373
1436006_at,Eif2ak1,15467
1436007_a_at,Thumpd1,233802
1436008_at,Tpd52,21985
1436009_at,Usp30,100756
1436010_at,Lrrc16b,268747
1436011_at,Elmo2,140579
1436012_s_at,Scrn2,217140
1436013_at,Gsg1l,269994
1436014_a_at,Rusc1,72296
1436015_s_at,Stk4,58231
1436016_x_at,Gdi2,14569
1436017_at,Aars2,224805
1436018_at,Mex3a,72640
1436019_a_at,Trappc1,245828
1436020_at,Champ1,101994
1436021_at,Mfsd4,213006
1436022_at,Exog,208194
1436023_at,Bclaf1,72567
1436024_at,Pced1a,319513
1436025_at,Ccdc88a,108686
1436026_at,Zfp703,353310
1436027_at,Osbpl11,106326
1436028_at,Tmem33,67878
1436029_at,Bicc1,83675
1436030_at,Cachd1,320508
1436031_at,Cachd1,320508
1436032_at,,
1436033_at,Fam214a,235493
1436034_at,Cep68,216543
1436035_at,Plekhd1,217682
1436036_at,Whsc1,107823
1436037_at,Itga4,16401
1436038_a_at,Pigp,56176
1436039_at,Cmah,12763
1436040_at,Snhg12,100039864
1436041_at,Hand2,15111
1436042_at,Tln1,21894
1436043_at,Scn7a,20272
1436044_at,Scn7a,20272
1436045_at,Tsga10,211484
1436046_x_at,Gm10913 /// Gm12508 /// Gm8210 /// LOC100503055 /// LOC102642233 /// Rpl29,19944 /// 666642 /// 670211 /// 100503055 /// 100503125 /// 102642233
1436047_at,Ctif,269037
1436048_at,Exoc8,102058
1436049_at,Tox4,268741
1436050_x_at,Hes6,55927
1436051_at,Myo5a,17918
1436052_at,Gpatch2l,70373
1436053_at,Tbc1d22b,381085
1436054_at,Khnyn,219094
1436055_at,Lrrc15,74488
1436056_at,Kif13b,16554
1436057_at,Meg3 /// Meg3,17263
1436058_at,Rsad2,58185
1436059_at,Rfx1,19724
1436060_at,Gm15706,100039495
1436061_at,,
1436062_at,Arcn1,213827
1436063_at,Loxl1,16949
1436064_x_at,Rps24,20088
1436065_at,Ccr9,12769
1436066_at,Kalrn,545156
1436067_at,Zbtb10,229055
1436068_at,Zbtb10,229055
1436069_at,Ing5,66262
1436070_at,Glo1,109801
1436071_at,Ankrd26,232339
1436072_at,5830428H23Rik,414758
1436073_at,Ccdc186,213993
1436074_at,Nfkbid,243910
1436075_at,Sfrp5,54612
1436076_at,Dlgap1,224997
1436077_a_at,Fcho1,74015
1436078_at,Fcho1,74015
1436079_s_at,Vapb,56491
1436080_at,AW011738,100382
1436081_a_at,Zfp414,328801
1436082_at,Myef2,17876
1436083_at,Lrp3,435965
1436084_at,Scrt1,170729
1436085_at,Zbtb34,241311
1436086_at,Lca5l,385668
1436087_at,Dpp10,269109
1436088_at,Fam49b,223601
1436089_at,Ints6,18130
1436090_at,Enpp6,320981
1436091_at,Spats2l,67198
1436092_at,,
1436093_at,Epha10,230735
1436094_at,Vgf,381677
1436095_at,Chd5,269610
1436096_at,Mkln1,27418
1436097_x_at,Arhgap9,216445
1436098_at,Bche,12038
1436099_at,Ccdc184,239650
1436100_at,Sh2d5,230863
1436101_at,Rnf24,51902
1436102_at,Sec22c,215474
1436103_at,Rab3ip,216363
1436104_a_at,Ccdc74a,72315
1436105_at,Ccdc74a,72315
1436106_x_at,Ccdc74a,72315
1436107_at,Lsm8,76522
1436108_at,Txndc9,98258
1436109_at,AI317395,215929
1436110_at,Homer2,26557
1436111_at,Tmem212,208613
1436112_at,AI118078,244886
1436113_a_at,St13,70356
1436114_at,Rnf165,225743
1436115_at,Gm266,212539
1436116_x_at,Appl1,72993
1436117_at,A830010M20Rik,231570
1436118_at,Vangl2,93840
1436119_at,Aldh1l2,216188
1436120_at,Setdb2,239122
1436121_a_at,Nsmce1,67711
1436122_at,Zfp667,384763
1436123_at,Bsn,12217
1436124_at,Pcyt1b,236899
1436125_at,D16Ertd472e,67102
1436126_at,Dnali1,75563
1436127_at,Crhbp,12919
1436128_at,Plekha8,231999
1436129_at,Adam6b,238405
1436130_s_at,Adam6a /// Adam6b,238405 /// 238406
1436131_at,Siglech,233274
1436132_at,Soga1,320706
1436133_at,Ccdc127,67433
1436134_at,Scn2b,72821
1436135_at,2900075N08Rik /// Nlgn3,72991 /// 245537
1436136_at,Noc2l,57741
1436137_at,Slc6a17,229706
1436138_at,Ttc19,72795
1436139_at,Mdga2,320772
1436140_at,Dennd6b,69440
1436141_at,Cabp7,192650
1436142_at,Akap5,238276
1436143_at,Nbas,71169
1436144_at,Rpl31 /// Rpl31-ps12,114641 /// 665562
1436145_at,,
1436146_at,4930481A15Rik,74931
1436147_at,Snx19,102607
1436148_at,,
1436149_at,Cox5b,12859
1436150_at,Fam219a,71901
1436151_x_at,Sde2,208768
1436152_a_at,Lamtor5,68576
1436153_a_at,Zmynd11,66505
1436154_at,,
1436155_at,Nmnat2,226518
1436156_at,Ccar1,67500
1436157_at,Ccar1,67500
1436158_at,Eif4ebp2,13688
1436159_at,Usp32,237898
1436160_at,Krt26,320864
1436161_at,Pds5b,100710
1436162_at,Slc22a30,319800
1436163_at,Kcnj16,16517
1436164_at,Slc30a1,22782
1436165_at,Luc7l2,192196
1436166_at,Stox2,71069
1436167_at,Shf,435684
1436168_at,C730029A08Rik /// Paqr9,75552 /// 320926
1436169_at,Paqr9,75552
1436170_a_at,Csn1s2a,12993
1436171_at,Arhgap30,226652
1436172_at,Gm20559,330256
1436173_at,Dlc1,50768
1436174_at,Atad2,70472
1436175_at,Atxn7,246103
1436176_at,1500004A13Rik,319830
1436177_at,Plekha2,83436
1436178_at,Leprel1,210530
1436179_a_at,Dnajc5,13002
1436180_at,Dnajc5,13002
1436181_at,Asap2,211914
1436182_at,Satb1,20230
1436183_at,Zc3hav1,78781
1436184_at,Znf512b,269401
1436185_at,AI314180,230249
1436186_at,E2f8,108961
1436187_at,1110054M08Rik,68841
1436188_a_at,Ndrg4,234593
1436189_at,Nqo2,18105
1436190_at,Zfp618,72701
1436191_at,Arid4a,238247
1436192_at,Arfgef2,99371
1436193_at,Man1c1,230815
1436194_at,Prelid2,77619
1436195_at,Lrrc75a,192976
1436196_at,C030046G05,327885
1436197_at,Cdc42bpg,240505
1436198_at,2310075K07Rik,100125933
1436199_at,Trim14,74735
1436200_at,Lonrf3,74365
1436201_x_at,Mbp,17196
1436202_at,Malat1,72289
1436203_a_at,1110059G02Rik /// Sntb1,20649 /// 68786
1436204_at,1110059G02Rik /// Sntb1,20649 /// 68786
1436205_at,Nfasc,269116
1436206_at,Fbxo10,269529
1436207_at,Tcf7l1,21415
1436208_at,Asb1,65247
1436209_at,Dnajc16,214063
1436210_at,Gk5,235533
1436211_at,Alyref,21681
1436212_at,Tmem71,213068
1436213_a_at,Kansl1l,68691
1436214_at,Kansl1l,68691
1436215_at,Ipmk,69718
1436216_s_at,Inf2,70435
1436217_at,Zfp148,22661
1436218_at,Lgr6,329252
1436219_at,Fam210a,108654
1436220_at,Zfp287,170740
1436221_at,Ildr2,100039795
1436222_at,Gas5,14455
1436223_at,Itgb8,320910
1436224_at,Kif1c,16562
1436225_at,Trpm2,28240
1436226_at,Tceb1,67923
1436227_at,Lefty2,320202
1436228_at,Zranb1,360216
1436229_at,Fam126b,213056
1436230_at,Gpr114,382045
1436231_at,2900052N01Rik,73040
1436232_a_at,Gabpb1,14391
1436233_at,Btnl9,237754
1436234_at,Simc1,319719
1436235_x_at,Simc1,319719
1436236_x_at,Cotl1,72042
1436237_at,Ttc9,69480
1436238_at,Lgi3,213469
1436239_at,Slc5a5,114479
1436240_at,B230214O09Rik,319319
1436241_s_at,Hira,15260
1436242_a_at,Cklf,75458
1436243_at,Frmd5,228564
1436244_a_at,Tle2,21886
1436245_at,Usp20,74270
1436246_at,,
1436247_at,Ints2,70422
1436248_at,Rasal2,226525
1436249_at,Ttll4,67534
1436250_at,Tmem74b,108832
1436251_at,Pde1c,18575
1436252_at,Slc45a1,242773
1436253_at,Pex16,18633
1436254_at,Ube2f,67921
1436255_at,D830044I16Rik,381922
1436256_at,Grpel2,17714
1436257_at,Ss18,268996
1436258_at,Arhgef9,236915
1436259_at,LOC102632708,102632708
1436260_at,Cacna1e,12290
1436261_at,,
1436262_x_at,Otud5,54644
1436263_at,Mobp,17433
1436264_at,BC025920,268319
1436265_at,Gm10419,100503802
1436266_x_at,Cbx1,12412
1436267_a_at,Mtor,56717
1436268_at,Ddn,13199
1436269_s_at,Htra2,64704
1436270_at,Cyb5d1,327951
1436271_at,Apol7b /// Apol7e,278679 /// 666348
1436272_at,Rab3gap2,98732
1436273_at,Pms2,18861
1436274_at,Mrap2,244958
1436275_at,Kcnip2,80906
1436276_at,,
1436277_at,Rnf207,433809
1436278_at,,
1436279_at,Slc26a7,208890
1436280_at,Zscan20,269585
1436281_at,B230307C23Rik,245305
1436282_at,4732440D04Rik,654788
1436283_at,Tmem52b,330428
1436284_s_at,Zfp319,79233
1436285_at,Ccdc113,244608
1436286_at,B830017H08Rik,433004
1436287_at,Apela,100038489
1436288_at,Wfdc15a,68221
1436289_x_at,1600014C10Rik,72244
1436290_at,,
1436291_a_at,Dpys,64705
1436292_a_at,Oaz1,18245
1436293_x_at,Ildr2,100039795
1436294_at,Ankrd29,225187
1436295_at,Hcrtr1,230777
1436296_x_at,Dnaic2,432611
1436297_a_at,Grina,66168
1436298_x_at,Paics,67054
1436299_at,Gls,14660
1436300_at,Dstyk,213452
1436301_at,Dstyk,213452
1436302_at,Slc10a7,76775
1436303_at,Mllt4,17356
1436304_at,Tmem200a,77220
1436305_at,Rnf217,268291
1436306_at,Ppp6r1,243819
